id,type,ebox_id,lat,lon
AA0000018C49,light,AA000000D44C,41.275208,1.722259
AA0000018C4A,light,AA000000D44C,41.27586,1.722559
AA0000018C4B,light,AA000000D44C,41.275336,1.722402
AA0000018C4C,light,AA000000D44C,41.276556,1.722517
AA0000018C4D,light,AA000000D44C,41.275592,1.722483
AA0000018C4E,light,AA000000D44C,41.276808,1.722503
AA0000018C4F,light,AA000000D44C,41.276272,1.722533
AA0000018C50,light,AA000001169B,41.288276,1.719534
AA0000018C51,light,AA000001169B,41.288488,1.719194
AA0000018C52,light,AA000000D44C,41.276468,1.723574
AA0000018C53,light,AA000000D44C,41.275924,1.723499
AA0000018C54,light,AA000000D44C,41.278168,1.723567
AA0000018C55,light,AA000000D44C,41.277008,1.723663
AA0000018C56,light,AA000000D44C,41.2762,1.723533
AA0000018C57,light,AA000000D44C,41.275668,1.723366
AA0000018C58,light,AA000001169B,41.288164,1.719696
AA0000018C59,light,AA000001169B,41.288388,1.719348
AA0000018C5A,light,AA000001169B,41.28858,1.719062
AA0000018C5B,light,AA000001169B,41.288032,1.719857
AA0000018C5C,light,AA0000011290,41.282112,1.723587
AA0000018C5D,light,AA0000011277,41.28234,1.720127
AA0000018C5E,light,AA0000011290,41.282828,1.723792
AA0000018C5F,light,AA0000011290,41.282728,1.724235
AA0000018C60,light,AA000000D44C,41.278628,1.72421
AA0000018C61,light,AA000000D44C,41.274956,1.721372
AA0000018C62,light,AA0000011277,41.281408,1.722448
AA0000018C63,light,AA000000D44C,41.275024,1.721601
AA0000018C64,light,AA000000D44C,41.274876,1.721123
AA0000018C65,light,AA000000D44C,41.278984,1.724061
AA0000018C66,light,AA0000011290,41.282608,1.723639
AA0000018C67,light,AA0000011290,41.282804,1.724084
AA0000018C68,light,AA0000011290,41.281488,1.724104
AA0000018C69,light,AA000001169B,41.289136,1.719402
AA0000018C6A,light,AA000001169B,41.289288,1.718419
AA0000018C6B,light,AA0000011290,41.281252,1.724149
AA0000018C90,light,BB0005190123,41.268988,1.706422
AA0000018C91,light,BB0005190123,41.269044,1.706587
AA0000018C92,light,BB0005190123,41.269084,1.706896
AA0000018C93,light,BB0005190123,41.269128,1.707202
AA0000018C94,light,BB0005190123,41.269064,1.707692
AA0000018C95,light,BB0005190123,41.269004,1.70803
AA0000018C96,light,BB0005190123,41.268568,1.706606
AA0000018C97,light,BB0005190123,41.269276,1.704236
AA0000018C98,light,BB0005190123,41.26936,1.704451
AA0000018C99,light,BB0005190123,41.269472,1.704776
AA0000018C9A,light,BB0005190123,41.269384,1.705115
AA0000018C9B,light,BB0005190123,41.269268,1.70529
AA0000018C9C,light,BB0005190123,41.26896,1.708217
AA0000018C9D,light,BB0005190123,41.268804,1.708029
AA0000018C9E,light,BB0005190123,41.26868,1.707709
AA0000018C9F,light,BB0005190123,41.268632,1.707463
AA0000018CA0,light,BB0005190123,41.268624,1.707235
AA0000018CA1,light,BB0005190123,41.268604,1.706955
AA0000018CA8,light,BB0005190123,41.270008,1.705846
AA0000018CA9,light,AA0000011277,41.284428,1.721329
AA0000018CAA,light,BB0005190123,41.270008,1.704922
AA0000018CAB,light,BB0005190123,41.26998,1.705307
AA0000018CAC,light,BB0005190123,41.269992,1.705592
AA0000018CAD,light,BB0005190123,41.269872,1.705739
AA0000018CAE,light,BB0005190123,41.268408,1.703814
AA0000018CAF,light,BB0005190123,41.268516,1.704021
AA0000018CB0,light,BB0005190123,41.268672,1.703235
AA0000018CB1,light,BB0005190123,41.268484,1.703352
AA0000018CB2,light,BB0005190123,41.268424,1.703161
AA0000018CB3,light,BB0005190123,41.268344,1.703549
AA0000018CB4,light,AA0000011277,41.284824,1.721273
AA0000018CB5,light,BB0005190123,41.269764,1.705925
AA0000018CB6,light,BB0005190123,41.269608,1.706128
AA0000018CB7,light,BB0005190123,41.269412,1.706628
AA0000018CB8,light,BB0005190123,41.269264,1.707074
AA0000018CB9,light,BB0005190123,41.269232,1.707327
AA0000018CBA,light,BB0005190123,41.268632,1.704296
AA0000018CBB,light,BB0005190123,41.2687,1.704649
AA0000018CBC,light,BB0005190123,41.268768,1.705018
AA0000018CBD,light,BB0005190123,41.268812,1.705297
AA0000018CBE,light,BB0005190123,41.268896,1.705665
AA0000018CBF,light,BB0005190123,41.268968,1.706074
AA0000018CC0,light,BB0005190123,41.270676,1.704823
AA0000018CC1,light,BB0005190123,41.27068,1.705102
AA0000018CC2,light,BB0005190123,41.2707,1.705436
AA0000018CC3,light,BB0005190123,41.27072,1.705826
AA0000018CC4,light,BB0005190123,41.269956,1.704202
AA0000018CC5,light,BB0005190123,41.270032,1.704544
AA0000018CC6,light,BB0005190123,41.270056,1.704069
AA0000018CC7,light,BB0005190123,41.270208,1.703954
AA0000018CC8,light,BB0005190123,41.2704,1.703872
AA0000018CC9,light,BB0005190123,41.270584,1.703892
AA0000018CCA,light,BB0005190123,41.270672,1.704177
AA0000018CCB,light,BB0005190123,41.270672,1.704509
AA0000018CCC,light,BB0005190123,41.268824,1.70375
AA0000018CCD,light,BB0005190123,41.268976,1.703995
AA0000018CCE,light,BB0005190123,41.26918,1.704139
AA0000018CCF,light,BB0005190123,41.269396,1.704202
AA0000018CD0,light,BB0005190123,41.26964,1.704202
AA0000018CD1,light,BB0005190123,41.269832,1.704092
AA0000018CD2,light,BB0005190123,41.269156,1.705612
AA0000018CD3,light,BB0005190123,41.269048,1.705999
AA0000018CD4,light,BB0005190121,41.268016,1.710066
AA0000018CD5,light,BB0005190121,41.267392,1.707852
AA0000018CD6,light,BB0005190123,41.268344,1.70276
AA0000018CD7,light,BB0005190122,41.269784,1.698331
AA0000018D28,light,AA000000D44C,41.28076,1.724115
AA0000018D29,light,AA000000D44C,41.280736,1.724151
AA0000018D2E,light,AA000001169B,41.289864,1.717959
AA0000018D2F,light,AA000001169B,41.289704,1.717973
AA0000018D53,light,AA000001128F,41.287172,1.722358
AA0000018D63,light,BB0005190123,41.269332,1.701842
AA0000018D64,light,BB0005190123,41.269676,1.701576
AA0000018D65,light,BB0005190123,41.269824,1.701466
AA0000018D67,light,BB0005190123,41.269908,1.70143
AA0000018D68,light,AA0000011277,41.283532,1.721507
AA0000018D69,light,AA0000011277,41.283588,1.721095
AA0000018D6A,light,AA0000011277,41.282932,1.720383
AA0000018D6B,light,AA0000011277,41.283208,1.720577
AA0000018D6C,light,AA000001169B,41.285128,1.723356
AA0000018D6D,light,AA0000011277,41.283368,1.720454
AA0000018D6E,light,AA0000011277,41.284016,1.721748
AA0000018D6F,light,AA0000011277,41.284404,1.722481
AA0000018D70,light,AA0000011277,41.282416,1.72234
AA0000018D71,light,AA000001169B,41.284948,1.721233
AA0000018D72,light,AA0000011277,41.284536,1.722787
AA0000018D73,light,AA0000011277,41.284176,1.722053
AA0000018D74,light,AA0000011277,41.281252,1.722419
AA0000018D75,light,AA0000011277,41.282968,1.721544
AA0000018D76,light,AA0000011277,41.282848,1.721417
AA0000018D77,light,AA0000011277,41.28248,1.722594
AA0000018D78,light,AA0000011277,41.283176,1.721555
AA0000018D79,light,AA0000011277,41.283256,1.721684
AA0000018D7A,light,AA0000011277,41.27966,1.720836
AA0000018D7B,light,AA0000011277,41.278636,1.72026
AA0000018D7C,light,AA0000011277,41.28188,1.722562
AA0000018D7D,light,AA0000011277,41.282332,1.722297
AA0000018D7E,light,AA0000011277,41.281288,1.722648
AA0000018D7F,light,AA0000011277,41.281964,1.722418
AA0000018D80,light,AA0000011277,41.281592,1.722487
AA0000018D81,light,AA0000011277,41.28276,1.722152
AA0000018D82,light,AA0000011277,41.278896,1.720145
AA0000018D83,light,AA0000011277,41.279336,1.720796
AA0000018D84,light,AA0000011277,41.279912,1.720671
AA0000018D85,light,AA0000011277,41.2791,1.720491
AA0000018D86,light,AA0000011277,41.279684,1.722008
AA0000018D87,light,AA0000011277,41.281884,1.721079
AA0000018D88,light,AA0000011277,41.279456,1.722281
AA0000018D89,light,AA0000011277,41.281604,1.721155
AA0000018D8A,light,AA0000011277,41.2792,1.722507
AA0000018D8B,light,AA0000011277,41.279152,1.721486
AA0000018D8C,light,AA0000011277,41.280712,1.722541
AA0000018D8D,light,AA0000011277,41.279448,1.720979
AA0000018D8E,light,AA0000011277,41.28032,1.722592
AA0000018D8F,light,AA0000011277,41.279156,1.720694
AA0000018D90,light,AA0000011277,41.283176,1.721986
AA0000018D91,light,AA0000011277,41.282576,1.722132
AA0000018D92,light,AA0000011277,41.283328,1.721812
AA0000018D94,light,AA0000011277,41.283844,1.721725
AA0000018D95,light,AA0000011277,41.28176,1.722335
AA0000018D96,light,AA0000011277,41.284,1.721544
AA0000018D97,light,AA0000011277,41.28356,1.721931
AA0000018D98,light,AA0000011277,41.279112,1.722879
AA0000018D99,light,AA0000011277,41.280964,1.722226
AA0000018D9A,light,AA0000011277,41.278768,1.720007
AA0000018D9B,light,AA0000011277,41.278784,1.720471
AA0000018D9C,light,AA0000011277,41.279564,1.722729
AA0000018D9D,light,AA0000011277,41.279024,1.722671
AA0000018D9E,light,AA0000011277,41.278992,1.722239
AA0000018D9F,light,AA0000011277,41.278996,1.721786
AA0000018DA0,light,AA0000011277,41.279288,1.722837
AA0000018DA1,light,AA0000011277,41.27984,1.722496
AA0000018DA2,light,AA0000011277,41.278876,1.721165
AA0000018DA3,light,AA0000011277,41.278932,1.721995
AA0000018DA4,light,AA000001169B,41.283512,1.719595
AA0000018DA5,light,AA0000011277,41.278772,1.720728
AA0000018DA6,light,AA0000011277,41.278936,1.722412
AA0000018DA7,light,AA0000011277,41.278924,1.721577
AA0000018DA8,light,AA0000011277,41.280488,1.722545
AA0000018DA9,light,AA0000011277,41.281056,1.721978
AA0000018DAB,light,AA000001169B,41.287588,1.719243
AA0000018DAC,light,AA0000011277,41.2808,1.722355
AA0000018DAD,light,AA0000011277,41.283576,1.72013
AA0000018DAE,light,AA0000011277,41.281032,1.721408
AA0000018DAF,light,AA0000011277,41.283672,1.720323
AA0000018DB0,light,AA0000011277,41.28116,1.72224
AA0000018DB1,light,AA0000011277,41.28366,1.719907
AA0000018DB2,light,AA0000011277,41.284208,1.72087
AA0000018DB3,light,AA0000011277,41.283956,1.720218
AA0000018DB4,light,AA0000011277,41.283596,1.720654
AA0000018DB5,light,AA0000011277,41.283824,1.720358
AA0000018DB6,light,AA0000011277,41.28388,1.721002
AA0000018DB7,light,AA0000011277,41.283772,1.72115
AA0000018DB8,light,AA0000011277,41.28352,1.720498
AA0000018DB9,light,AA0000011277,41.28352,1.720891
AA0000018DBA,light,AA0000011277,41.282064,1.722582
AA0000018DBB,light,AA0000011277,41.28262,1.72288
AA0000018DBC,light,AA0000011277,41.282524,1.722899
AA0000018DBD,light,AA0000011277,41.282196,1.722735
AA0000018DBE,light,AA0000011277,41.282304,1.722695
AA0000018DBF,light,AA0000011681,41.27662,1.727511
AA0000018DC0,light,AA000001169B,41.287484,1.719633
AA0000018DC1,light,AA000001169B,41.285712,1.721535
AA0000018DC2,light,BB0005190122,41.272788,1.698072
AA0000018DC3,light,AA0000011277,41.283024,1.720522
AA0000018DC4,light,AA0000011277,41.283024,1.72133
AA0000018DC5,light,AA0000011277,41.28296,1.720211
AA0000018DC6,light,AA0000011277,41.282984,1.720645
AA0000018DC7,light,AA0000011277,41.28304,1.720934
AA0000018DC9,light,AA0000011277,41.283584,1.719654
AA0000018DCA,light,AA000001169B,41.284996,1.72331
AA0000018DCB,light,AA000000D44C,41.278296,1.724369
AA0000018DCC,light,AA0000011277,41.278884,1.720873
AA0000018DCD,light,AA0000011277,41.279,1.721327
AA0000018DCE,light,AA0000011277,41.278964,1.720343
AA0000018DCF,light,AA0000011277,41.27868,1.720058
AA0000018DD0,light,AA0000011277,41.280628,1.721726
AA0000018DD1,light,AA0000011277,41.281796,1.720783
AA0000018DD2,light,AA0000011277,41.281224,1.720445
AA0000018DD3,light,AA0000011277,41.281524,1.720598
AA0000018DD4,light,AA0000011277,41.280484,1.722044
AA0000018DD5,light,AA0000011277,41.280736,1.721529
AA0000018DD6,light,AA0000011277,41.281136,1.721006
AA0000018DD7,light,AA0000011277,41.280576,1.721109
AA0000018DD8,light,AA0000011277,41.279984,1.721798
AA0000018DD9,light,AA0000011277,41.280904,1.721347
AA0000018DDA,light,AA0000011277,41.28084,1.720962
AA0000018DDB,light,AA0000011277,41.280344,1.721495
AA0000018DDC,light,AA0000011277,41.279288,1.72156
AA0000018DDD,light,AA0000011277,41.279424,1.721434
AA0000018DDE,light,AA0000011277,41.281132,1.72281
AA0000018DDF,light,AA0000011277,41.279576,1.721454
AA0000018DE0,light,AA0000011277,41.279664,1.721203
AA0000018DE1,light,AA0000011277,41.278644,1.719891
AA0000018DE2,light,AA0000011277,41.279828,1.720908
AA0000018DE3,light,AA0000011277,41.28034,1.720504
AA0000018DE4,light,AA0000011277,41.280928,1.720367
AA0000018DE5,light,AA0000011277,41.280076,1.720707
AA0000018DE6,light,AA0000011277,41.279828,1.721079
AA0000018DE7,light,AA0000011277,41.280604,1.720378
AA0000018DE8,light,AA0000011277,41.28302,1.719834
AA0000018DE9,light,AA0000011277,41.28268,1.719978
AA0000018DEA,light,AA000001169B,41.283364,1.719685
AA0000018DEB,light,AA0000011277,41.28252,1.720049
AA0000018DEC,light,AA0000011277,41.28284,1.719906
AA0000018DED,light,AA0000011277,41.283192,1.719766
AA0000018DEE,light,AA0000011277,41.279288,1.722311
AA0000018DEF,light,AA0000011277,41.27944,1.722898
AA0000018DF0,light,AA0000011277,41.280028,1.72255
AA0000018DF1,light,AA0000011277,41.279524,1.722077
AA0000018DF2,light,AA0000011277,41.279048,1.722482
AA0000018DF3,light,AA0000011277,41.27974,1.722682
AA0000018DF4,light,AA000001169B,41.289156,1.718922
AA0000018DF5,light,AA000001169B,41.289408,1.718199
AA0000018DF6,light,AA000001169B,41.28912,1.718458
AA0000018DF7,light,AA000001169B,41.2894,1.718001
AA0000018DF8,light,AA0000011277,41.280112,1.721611
AA0000018DFA,light,AA0000011277,41.281304,1.721021
AA0000018DFB,light,AA0000011277,41.27978,1.721828
AA0000018DFD,light,AA0000011277,41.280416,1.721187
AA0000018E01,light,AA0000011290,41.279848,1.723249
AA0000018E02,light,AA00000112CD,41.270624,1.721938
AA0000018E03,light,AA0000011290,41.27944,1.723225
AA0000018E04,light,AA0000011290,41.284384,1.723613
AA0000018E05,light,AA0000011290,41.282584,1.723382
AA0000018E06,light,AA0000011290,41.284024,1.723518
AA0000018E08,light,AA0000011290,41.284416,1.723575
AA0000018E09,light,AA0000011290,41.283548,1.723526
AA0000018E0A,light,AA0000011681,41.27438,1.723709
AA0000018E0B,light,AA0000011681,41.27412,1.724336
AA0000018E0C,light,AA0000011681,41.273856,1.724929
AA0000018E0D,light,AA0000011681,41.274496,1.723401
AA0000018E0E,light,AA0000011681,41.27424,1.724056
AA0000018E0F,light,AA0000011681,41.273984,1.724637
AA0000018E11,light,AA00000112CB,41.280404,1.74512
AA0000018E12,light,AA00000112CB,41.279872,1.744358
AA0000018E13,light,AA00000112CB,41.280352,1.744927
AA0000018E14,light,AA00000112CB,41.280048,1.744551
AA0000018E15,light,AA00000112CB,41.279972,1.744172
AA0000018E16,light,AA00000112CB,41.2818,1.746762
AA0000018E17,light,AA00000112CB,41.281836,1.747196
AA0000018E18,light,AA00000112CB,41.282024,1.747735
AA0000018E19,light,AA00000112CB,41.281948,1.746778
AA0000018E1A,light,AA00000112CB,41.281944,1.747474
AA0000018E1B,light,AA00000112CB,41.281748,1.746931
AA0000018E1C,light,AA00000112CB,41.280996,1.743803
AA0000018E1D,light,AA00000112CB,41.280692,1.743466
AA0000018E1E,light,AA00000112CB,41.281352,1.744187
AA0000018E1F,light,AA00000112CB,41.28058,1.743237
AA0000018E20,light,AA00000112CB,41.280816,1.743602
AA0000018E21,light,AA00000112CB,41.281156,1.743972
AA0000018E22,light,AA0000011681,41.270688,1.726713
AA0000018E23,light,AA0000011681,41.273248,1.725353
AA0000018E24,light,AA0000011681,41.27372,1.725186
AA0000018E25,light,AA00000112CB,41.282352,1.746313
AA0000018E26,light,AA0000011681,41.270608,1.72699
AA0000018E27,light,AA0000011681,41.273496,1.725298
AA0000018E28,light,AA00000112CB,41.280468,1.745623
AA0000018E29,light,AA00000112CB,41.280324,1.746205
AA0000018E2A,light,AA00000112CB,41.280836,1.747274
AA0000018E2B,light,AA00000112CB,41.280452,1.745336
AA0000018E2C,light,AA00000112CB,41.280396,1.745958
AA0000018E2D,light,AA00000112CB,41.280224,1.746392
AA0000018E2E,light,AA0000011290,41.28284,1.723567
AA0000018E2F,light,AA0000011290,41.283324,1.723637
AA0000018E30,light,AA0000011290,41.282336,1.723494
AA0000018E31,light,AA0000011290,41.283352,1.723588
AA0000018E32,light,AA00000112BE,41.297588,1.712994
AA0000018E33,light,AA00000112BE,41.297524,1.712802
AA0000018E34,light,AA00000112BE,41.297408,1.712469
AA0000018E35,light,AA00000112BE,41.297228,1.712132
AA0000018E36,light,AA00000112BE,41.297256,1.711856
AA0000018E37,light,AA000001169B,41.28736,1.720238
AA0000018E38,light,AA00000112BE,41.297032,1.711714
AA0000018E39,light,AA00000112BE,41.296636,1.71129
AA0000018E3A,light,AA00000112BE,41.2954,1.712812
AA0000018E3B,light,AA00000112BE,41.294996,1.712646
AA0000018E3C,light,AA00000112BE,41.29504,1.712653
AA0000018E3D,light,AA00000112BE,41.294996,1.712704
AA0000018E3E,light,AA00000112BE,41.295032,1.712716
AA0000018E3F,light,AA00000112BE,41.296644,1.71361
AA0000018E40,light,AA00000112BE,41.296468,1.711044
AA0000018E41,light,AA00000112BE,41.296312,1.710752
AA0000018E42,light,AA00000112BE,41.296592,1.712036
AA0000018E43,light,AA00000112BE,41.296332,1.712008
AA0000018E44,light,AA00000112BE,41.296236,1.711685
AA0000018E45,light,AA00000112BE,41.296064,1.711382
AA0000018E46,light,AA00000112BE,41.295888,1.711133
AA0000018E47,light,AA00000112BE,41.296064,1.712015
AA0000018E48,light,AA00000112BE,41.2958,1.712014
AA0000018E49,light,AA00000112BE,41.295524,1.712018
AA0000018E4A,light,AA00000112BE,41.29708,1.712113
AA0000018E4B,light,AA00000112BE,41.297368,1.715315
AA0000018E4C,light,AA00000112BE,41.297168,1.714792
AA0000018E4D,light,AA00000112BE,41.296984,1.714321
AA0000018E4E,light,AA00000112BE,41.296832,1.713909
AA0000018E4F,light,AA00000112BE,41.296312,1.714292
AA0000018E51,light,AA00000112BE,41.296856,1.712082
AA0000018E53,light,AA00000112BE,41.297352,1.713065
AA0000018E54,light,AA00000112BE,41.297024,1.713036
AA0000018E55,light,AA00000112BE,41.296672,1.713015
AA0000018E56,light,AA00000112BE,41.2964,1.71295
AA0000018E57,light,AA00000112BE,41.296524,1.713287
AA0000018E58,light,AA00000112BE,41.296132,1.712915
AA0000018E59,light,AA00000112BE,41.295836,1.712872
AA0000018E5A,light,AA00000112BE,41.297624,1.71607
AA0000018E5B,light,AA00000112BE,41.296512,1.714733
AA0000018E5C,light,AA00000112BE,41.296788,1.715083
AA0000018E5D,light,AA00000112BE,41.297052,1.715395
AA0000018E5E,light,AA00000112BE,41.297348,1.715722
AA0000018E5F,light,AA00000112BE,41.297904,1.716406
AA0000018E60,light,AA00000112BE,41.29592,1.713236
AA0000018E61,light,AA00000112BE,41.296024,1.71358
AA0000018E62,light,BB0005190120,41.273504,1.707045
AA0000018E63,light,AA00000112BE,41.295844,1.713571
AA0000018E68,light,AA0000011276,41.271476,1.735019
AA0000018E69,light,AA0000011276,41.2717,1.734955
AA0000018E6A,light,AA0000011276,41.2702,1.736397
AA0000018E6B,light,AA0000011276,41.271,1.735701
AA0000018E6C,light,AA0000011276,41.271176,1.735484
AA0000018E6D,light,AA0000011276,41.271332,1.735242
AA0000018E8C,light,AA00000112BE,41.298188,1.716745
AA0000018E8D,light,AA00000112BE,41.298464,1.717076
AA0000018E8E,light,AA00000112BE,41.29758,1.715889
AA0000018E8F,light,AA00000112BE,41.297872,1.71615
AA0000018E90,light,AA00000112BE,41.295568,1.713518
AA0000018E91,light,AA00000112BE,41.295388,1.713486
AA0000018E92,light,AA00000112BE,41.29496,1.713486
AA0000018E93,light,AA00000112BE,41.295636,1.712842
AA0000018E94,light,AA00000112BE,41.29824,1.716204
AA0000018E95,light,AA00000112BE,41.298628,1.716258
AA0000018E96,light,AA000001169B,41.284148,1.719763
AA0000018E97,light,AA000001169B,41.284512,1.719991
AA0000018E98,light,AA000001169B,41.284408,1.720571
AA0000018E99,light,AA000001169B,41.28432,1.720439
AA0000018E9A,light,AA000001169B,41.28398,1.719599
AA0000018E9B,light,AA000001169B,41.284332,1.720022
AA0000018E9C,light,AA000001169B,41.284052,1.718954
AA0000018E9D,light,AA000001169B,41.28422,1.720269
AA0000018E9E,light,AA000001169B,41.283856,1.719443
AA0000018E9F,light,AA000001169B,41.284152,1.720093
AA0000018EA0,light,AA000001169B,41.285788,1.720567
AA0000018EA1,light,AA000001169B,41.286088,1.720736
AA0000018EA2,light,AA000001169B,41.284612,1.719789
AA0000018EA3,light,AA0000011277,41.284884,1.7211
AA0000018EA4,light,AA000001169B,41.288584,1.720192
AA0000018EA5,light,AA000001169B,41.283672,1.719471
AA0000018EA6,light,AA000001169B,41.28486,1.720391
AA0000018EA7,light,AA000001169B,41.288244,1.719921
AA0000018EA8,light,AA000001169B,41.284728,1.719999
AA0000018EA9,light,AA000001169B,41.284608,1.72075
AA0000018EAA,light,AA000001169B,41.284632,1.72308
AA0000018EAB,light,AA000001169B,41.284536,1.722612
AA0000018EAC,light,AA000001169B,41.284336,1.721978
AA0000018EAD,light,AA000001169B,41.284512,1.721916
AA0000018EAE,light,AA000001169B,41.284384,1.720882
AA0000018EAF,light,AA000001169B,41.28472,1.722018
AA0000018EB0,light,AA000001169B,41.284152,1.721869
AA0000018EB1,light,AA000001169B,41.284104,1.720993
AA0000018EB2,light,AA000001169B,41.284696,1.720592
AA0000018EB3,light,AA000001169B,41.284912,1.720769
AA0000018EB4,light,AA000001169B,41.285292,1.721493
AA0000018EB5,light,AA000001169B,41.286112,1.720358
AA0000018EB6,light,AA000001169B,41.284992,1.720642
AA0000018EB7,light,AA000001169B,41.28588,1.720756
AA0000018EB8,light,AA000001169B,41.285176,1.720407
AA0000018EB9,light,AA000001169B,41.285464,1.720686
AA0000018EBA,light,AA0000011277,41.283488,1.721288
AA0000018EBB,light,AA000001169B,41.28464,1.72291
AA0000018EBC,light,AA000001169B,41.284344,1.722234
AA0000018EBD,light,AA000001169B,41.284976,1.720943
AA0000018EBE,light,AA0000011277,41.282964,1.722005
AA0000018EBF,light,AA0000011277,41.282124,1.722272
AA0000018EC0,light,AA000001169B,41.285444,1.720854
AA0000018EC1,light,AA000001169B,41.28566,1.720992
AA0000018EC2,light,AA000001169B,41.2862,1.720522
AA0000018EC3,light,AA000001169B,41.28538,1.720674
AA0000018EC4,light,AA000001169B,41.285512,1.721028
AA0000018EC5,light,AA000001169B,41.285828,1.720889
AA0000018EC6,light,AA000001169B,41.286788,1.719844
AA0000018EC7,light,AA000001169B,41.286916,1.720035
AA0000018EC9,light,AA000001169B,41.287084,1.720188
AA0000018ECA,light,AA000001169B,41.286608,1.719805
AA0000018ECB,light,AA000001169B,41.287088,1.720069
AA0000018ECC,light,AA000001169B,41.287756,1.720216
AA0000018ECD,light,AA000001169B,41.287484,1.720379
AA0000018ECE,light,AA000001169B,41.287224,1.720267
AA0000018ECF,light,AA000001169B,41.287916,1.720047
AA0000018ED0,light,AA000001169B,41.287488,1.720505
AA0000018ED1,light,AA000001169B,41.2876,1.720305
AA0000018ED2,light,AA000001169B,41.286264,1.719597
AA0000018ED3,light,AA000001169B,41.285792,1.719895
AA0000018ED4,light,AA000001169B,41.285272,1.720244
AA0000018ED5,light,AA000001169B,41.28552,1.720076
AA0000018ED6,light,AA000001169B,41.286044,1.719737
AA0000018ED7,light,AA000001169B,41.286492,1.719627
AA0000018ED8,light,AA000001169B,41.28446,1.719412
AA0000018ED9,light,AA000001169B,41.284804,1.719986
AA0000018EDA,light,AA000001169B,41.2864,1.71967
AA0000018EDB,light,AA000001169B,41.284904,1.720275
AA0000018EDC,light,AA000001169B,41.28464,1.719625
AA0000018EDD,light,AA000001169B,41.284236,1.719158
AA0000018EDE,light,AA000001169B,41.2857,1.720078
AA0000018EDF,light,AA000001169B,41.286004,1.719988
AA0000018EE0,light,AA000001169B,41.286284,1.720077
AA0000018EE1,light,AA000001169B,41.285936,1.719949
AA0000018EE2,light,AA000001169B,41.286168,1.71978
AA0000018EE3,light,AA000001169B,41.285432,1.720265
AA0000018EE4,light,AA000001169B,41.286052,1.720241
AA0000018EE5,light,AA000001169B,41.285652,1.720198
AA0000018EE6,light,AA000001169B,41.285536,1.720576
AA0000018EE7,light,AA000001169B,41.285744,1.720389
AA0000018EE8,light,AA000001169B,41.285816,1.720392
AA0000018EE9,light,AA000001169B,41.28604,1.72019
AA0000018EEA,light,AA000001169B,41.286408,1.720057
AA0000018EEB,light,AA000001169B,41.285976,1.720362
AA0000018EEC,light,AA000001169B,41.285356,1.720431
AA0000018EED,light,AA000001169B,41.286412,1.719904
AA0000018EEE,light,AA000001169B,41.285688,1.720534
AA0000018EEF,light,AA000001169B,41.286188,1.720212
AA0000018EF0,light,AA000001169B,41.285008,1.721233
AA0000018EF1,light,AA000001169B,41.285024,1.721233
AA0000018EF2,light,AA000001169B,41.285332,1.721258
AA0000018EF3,light,AA000001169B,41.28552,1.721524
AA0000018EF4,light,AA000001169B,41.285016,1.721232
AA0000018EF5,light,AA000001169B,41.285312,1.721267
AA0000018EF6,light,AA000001169B,41.284048,1.720258
AA0000018EF7,light,AA000001169B,41.28434,1.720256
AA0000018EF8,light,AA00000112CB,41.28298,1.749322
AA0000018EF9,light,AA000001128F,41.28664,1.723203
AA0000018EFA,light,AA0000011681,41.270836,1.726487
AA0000018EFB,light,AA0000011681,41.274116,1.726662
AA0000018EFC,light,AA0000011681,41.273748,1.726885
AA0000018EFD,light,AA0000011277,41.28356,1.721704
AA0000018EFE,light,AA0000011681,41.274604,1.722409
AA0000018F01,light,AA0000011681,41.27394,1.726778
AA0000018F02,light,AA00000112CB,41.2822,1.747793
AA0000018F03,light,AA00000112CB,41.2835,1.74869
AA0000018F04,light,AA000001128F,41.286976,1.723372
AA0000018F05,light,AA00000112CB,41.282384,1.748073
AA0000018F06,light,AA00000112CB,41.282648,1.748628
AA0000018F07,light,AA00000112CB,41.282752,1.748849
AA0000018F08,light,AA00000112CB,41.281076,1.746021
AA0000018F09,light,AA00000112CB,41.2808,1.745597
AA0000018F0A,light,AA00000112CB,41.280532,1.745187
AA0000018F0B,light,AA00000112CB,41.281008,1.747107
AA0000018F0C,light,AA00000112CB,41.280668,1.745388
AA0000018F0D,light,AA00000112CB,41.280948,1.745804
AA0000018F0E,light,AA000001169B,41.285344,1.722335
AA0000018F10,light,AA000001169B,41.285392,1.722094
AA0000018F11,light,AA000001169B,41.285432,1.722471
AA0000018F12,light,AA00000112CB,41.280824,1.744436
AA0000018F13,light,AA00000112CB,41.28104,1.744488
AA0000018F14,light,AA00000112CB,41.2806,1.744382
AA0000018F15,light,AA00000112CB,41.280392,1.744251
AA0000018F16,light,AA00000112CB,41.281264,1.744594
AA0000018F17,light,AA00000112CB,41.280192,1.744157
AA0000018F18,light,AA00000112CB,41.282184,1.74644
AA0000018F19,light,AA00000112CB,41.282676,1.746505
AA0000018F1A,light,AA00000112CB,41.282992,1.747687
AA0000018F1B,light,AA00000112CB,41.283248,1.748199
AA0000018F1D,light,AA00000112CB,41.28288,1.747461
AA0000018F1E,light,AA00000112CB,41.283376,1.748453
AA0000018F1F,light,AA00000112CB,41.283128,1.747959
AA0000018F20,light,AA000001169B,41.28548,1.722309
