properes,resum,dades
"<h3 class=""properes""><a href=""https://guia.barcelona.cat/ca/agenda/detall/3a-edicio-d-impacte-festival-de-cinema-i-drets-humans-de-catalunya_99400711372.html"">IMPACTE! Festival de Cinema i Drets Humans de Catalunya</a></h3>","<p class=""resum"">
<strong>Drets humans.</strong> Un total de 35 films sobre el dret a la salut, els drets dels animals, la lluita LGTBIQA+, l’activisme mediambiental o la violència de...</p>","<div class=""facebook-button"">
    <a onclick=""window.open('https://www.facebook.com/sharer.php?s=100&amp;p[title]=IMPACTE%21+Festival+de+Cinema+i+Drets+Humans+de+Catalunya&amp;p[summary]=IMPACTE%21+Festival+de+Cinema+i+Drets+Humans+de+Catalunya&amp;p[url]=https%3A%2F%2Fguia.barcelona.cat%2Fca%2Fagenda%2Fdetall%2F3a-edicio-d-impacte-festival-de-cinema-i-drets-humans-de-catalunya_99400711372.html','sharer','toolbar=0,status=0,width=548,height=325');"" href=""javascript:%20void(0)""><img class=""facebook"" src=""https://guia.barcelona.cat/sites/all/modules/asia_2.0_guia/img/fb-share.gif""></a>
    </div>"
