id,type,ebox_id,lat,lon,coordinates,zone
AA0000018A6A,light,AA0000011277,41.280144,1.722424,"{'lat': 41.280144, 'lon': 1.722424}",center_south
AA0000018A6B,light,AA0000011277,41.280768,1.720279,"{'lat': 41.280768, 'lon': 1.720279}",center_south
AA0000018A6C,light,AA0000011277,41.281416,1.720441,"{'lat': 41.281416, 'lon': 1.720441}",center_south
AA0000018A6D,light,AA0000011277,41.28048,1.72034,"{'lat': 41.28048, 'lon': 1.72034}",center_south
AA0000018A6F,light,AA0000011277,41.281092,1.720318,"{'lat': 41.281092, 'lon': 1.720318}",center_south
AA0000018A74,light,BB000519011F,41.277704,1.7013,"{'lat': 41.277704, 'lon': 1.7013}",south_west
AA0000018A75,light,BB000519011F,41.277052,1.701291,"{'lat': 41.277052, 'lon': 1.701291}",south_west
AA0000018A76,light,BB000519011F,41.276468,1.701127,"{'lat': 41.276468, 'lon': 1.701127}",south_west
AA0000018A77,light,BB000519011F,41.277892,1.701434,"{'lat': 41.277892, 'lon': 1.701434}",south_west
AA0000018A78,light,BB000519011F,41.277416,1.701279,"{'lat': 41.277416, 'lon': 1.701279}",south_west
AA0000018A79,light,BB000519011F,41.276776,1.701205,"{'lat': 41.276776, 'lon': 1.701205}",south_west
AA0000018A7A,light,BB000519011F,41.277772,1.703107,"{'lat': 41.277772, 'lon': 1.703107}",south_west
AA0000018A7B,light,BB000519011F,41.277984,1.7024,"{'lat': 41.277984, 'lon': 1.7024}",south_west
AA0000018A7C,light,BB000519011F,41.276636,1.702155,"{'lat': 41.276636, 'lon': 1.702155}",south_west
AA0000018A7D,light,BB000519011F,41.278,1.702072,"{'lat': 41.278, 'lon': 1.702072}",south_west
AA0000018A7E,light,BB000519011F,41.27794,1.702769,"{'lat': 41.27794, 'lon': 1.702769}",south_west
AA0000018A7F,light,BB000519011F,41.277652,1.703376,"{'lat': 41.277652, 'lon': 1.703376}",south_west
AA0000018A80,light,BB000519011F,41.276824,1.703043,"{'lat': 41.276824, 'lon': 1.703043}",south_west
AA0000018A81,light,BB000519011F,41.276572,1.703037,"{'lat': 41.276572, 'lon': 1.703037}",south_west
AA0000018A82,light,BB000519011F,41.27724,1.707647,"{'lat': 41.27724, 'lon': 1.707647}",south_west
AA0000018A83,light,BB000519011F,41.27738,1.707902,"{'lat': 41.27738, 'lon': 1.707902}",south_west
AA0000018A84,light,BB000519011F,41.27704,1.703223,"{'lat': 41.27704, 'lon': 1.703223}",south_west
AA0000018A85,light,BB000519011F,41.277936,1.701783,"{'lat': 41.277936, 'lon': 1.701783}",south_west
AA0000018A86,light,BB000519011F,41.274452,1.708849,"{'lat': 41.274452, 'lon': 1.708849}",south_west
AA0000018A87,light,BB000519011F,41.274368,1.709204,"{'lat': 41.274368, 'lon': 1.709204}",south_west
AA0000018A88,light,BB000519011F,41.27426,1.709556,"{'lat': 41.27426, 'lon': 1.709556}",south_west
AA0000018A89,light,BB000519011F,41.2742,1.709951,"{'lat': 41.2742, 'lon': 1.709951}",south_west
AA0000018A8A,light,BB000519011F,41.274896,1.708412,"{'lat': 41.274896, 'lon': 1.708412}",south_west
AA0000018A8B,light,BB000519011F,41.2747,1.708674,"{'lat': 41.2747, 'lon': 1.708674}",south_west
AA0000018A8C,light,BB000519011F,41.276492,1.70813,"{'lat': 41.276492, 'lon': 1.70813}",south_west
AA0000018A8D,light,BB000519011F,41.276272,1.70831,"{'lat': 41.276272, 'lon': 1.70831}",south_west
AA0000018A8E,light,BB000519011F,41.276224,1.708494,"{'lat': 41.276224, 'lon': 1.708494}",south_west
AA0000018A8F,light,BB000519011F,41.27684,1.708685,"{'lat': 41.27684, 'lon': 1.708685}",south_west
AA0000018A90,light,BB000519011F,41.27702,1.707702,"{'lat': 41.27702, 'lon': 1.707702}",south_west
AA0000018A91,light,BB000519011F,41.276768,1.707898,"{'lat': 41.276768, 'lon': 1.707898}",south_west
AA0000018A92,light,BB000519011F,41.276032,1.707776,"{'lat': 41.276032, 'lon': 1.707776}",south_west
AA0000018A93,light,BB000519011F,41.275816,1.707542,"{'lat': 41.275816, 'lon': 1.707542}",south_west
AA0000018A94,light,BB000519011F,41.275648,1.707363,"{'lat': 41.275648, 'lon': 1.707363}",south_west
AA0000018A95,light,BB000519011F,41.275512,1.70752,"{'lat': 41.275512, 'lon': 1.70752}",south_west
AA0000018A96,light,BB000519011F,41.27534,1.707866,"{'lat': 41.27534, 'lon': 1.707866}",south_west
AA0000018A97,light,BB000519011F,41.275104,1.70816,"{'lat': 41.275104, 'lon': 1.70816}",south_west
AA0000018A98,light,BB000519011F,41.275568,1.709875,"{'lat': 41.275568, 'lon': 1.709875}",south_west
AA0000018A99,light,BB000519011F,41.275468,1.710244,"{'lat': 41.275468, 'lon': 1.710244}",south_west
AA0000018A9A,light,BB000519011F,41.276192,1.708759,"{'lat': 41.276192, 'lon': 1.708759}",south_west
AA0000018A9B,light,BB000519011F,41.276088,1.709086,"{'lat': 41.276088, 'lon': 1.709086}",south_west
AA0000018A9C,light,BB000519011F,41.275904,1.709336,"{'lat': 41.275904, 'lon': 1.709336}",south_west
AA0000018A9D,light,BB000519011F,41.275704,1.709588,"{'lat': 41.275704, 'lon': 1.709588}",south_west
AA0000018A9E,light,BB000519011F,41.2754,1.71058,"{'lat': 41.2754, 'lon': 1.71058}",south_west
AA0000018A9F,light,BB000519011F,41.27534,1.710894,"{'lat': 41.27534, 'lon': 1.710894}",south_west
AA0000018AA0,light,BB000519011F,41.275284,1.711144,"{'lat': 41.275284, 'lon': 1.711144}",south_west
AA0000018AA1,light,BB000519011F,41.275224,1.711454,"{'lat': 41.275224, 'lon': 1.711454}",south_west
AA0000018AA2,light,BB000519011F,41.275172,1.711842,"{'lat': 41.275172, 'lon': 1.711842}",south_west
AA0000018AA3,light,BB000519011F,41.275128,1.712211,"{'lat': 41.275128, 'lon': 1.712211}",south_west
AA0000018AA4,light,BB000519011F,41.275084,1.712592,"{'lat': 41.275084, 'lon': 1.712592}",south_west
AA0000018AA5,light,BB000519011F,41.275032,1.713039,"{'lat': 41.275032, 'lon': 1.713039}",south_west
AA0000018AA6,light,BB000519011F,41.274928,1.713361,"{'lat': 41.274928, 'lon': 1.713361}",south_west
AA0000018AA7,light,BB000519011F,41.274812,1.71365,"{'lat': 41.274812, 'lon': 1.71365}",south_west
AA0000018AA8,light,BB0005190120,41.274648,1.713251,"{'lat': 41.274648, 'lon': 1.713251}",south_west
AA0000018AA9,light,BB0005190120,41.27452,1.713193,"{'lat': 41.27452, 'lon': 1.713193}",south_west
AA0000018AAA,light,BB0005190120,41.274336,1.713227,"{'lat': 41.274336, 'lon': 1.713227}",south_west
AA0000018AAB,light,BB0005190120,41.274136,1.713214,"{'lat': 41.274136, 'lon': 1.713214}",south_west
AA0000018AAC,light,BB0005190120,41.273952,1.713163,"{'lat': 41.273952, 'lon': 1.713163}",south_west
AA0000018AAD,light,BB0005190120,41.273716,1.713028,"{'lat': 41.273716, 'lon': 1.713028}",south_west
AA0000018AAE,light,BB0005190120,41.273516,1.712707,"{'lat': 41.273516, 'lon': 1.712707}",south_west
AA0000018AAF,light,BB000519011F,41.27618,1.708042,"{'lat': 41.27618, 'lon': 1.708042}",south_west
AA0000018AB0,light,AA0000011681,41.273336,1.727176,"{'lat': 41.273336, 'lon': 1.727176}",south
AA0000018AB1,light,AA0000011681,41.272896,1.727471,"{'lat': 41.272896, 'lon': 1.727471}",south
AA0000018AB2,light,AA0000011681,41.27248,1.72775,"{'lat': 41.27248, 'lon': 1.72775}",south
AA0000018AB3,light,AA0000011681,41.273116,1.72732,"{'lat': 41.273116, 'lon': 1.72732}",south
AA0000018AB4,light,AA0000011681,41.272236,1.72791,"{'lat': 41.272236, 'lon': 1.72791}",south
AA0000018AB5,light,AA0000011681,41.272672,1.727619,"{'lat': 41.272672, 'lon': 1.727619}",south
AA0000018AB6,light,BB000519011F,41.27608,1.702456,"{'lat': 41.27608, 'lon': 1.702456}",south_west
AA0000018AB7,light,BB000519011F,41.276104,1.70184,"{'lat': 41.276104, 'lon': 1.70184}",south_west
AA0000018AB8,light,BB000519011F,41.276328,1.701372,"{'lat': 41.276328, 'lon': 1.701372}",south_west
AA0000018AB9,light,BB000519011F,41.276136,1.701526,"{'lat': 41.276136, 'lon': 1.701526}",south_west
AA0000018ABA,light,BB000519011F,41.276028,1.702109,"{'lat': 41.276028, 'lon': 1.702109}",south_west
AA0000018ABB,light,AA0000011681,41.275872,1.725465,"{'lat': 41.275872, 'lon': 1.725465}",south
AA0000018ABC,light,BB000519011F,41.276712,1.705957,"{'lat': 41.276712, 'lon': 1.705957}",south_west
AA0000018ABD,light,BB000519011F,41.276872,1.706659,"{'lat': 41.276872, 'lon': 1.706659}",south_west
AA0000018ABE,light,BB000519011F,41.277132,1.70726,"{'lat': 41.277132, 'lon': 1.70726}",south_west
AA0000018ABF,light,BB000519011F,41.276784,1.706292,"{'lat': 41.276784, 'lon': 1.706292}",south_west
AA0000018AC0,light,BB000519011F,41.276636,1.705598,"{'lat': 41.276636, 'lon': 1.705598}",south_west
AA0000018AC1,light,BB000519011F,41.276948,1.707023,"{'lat': 41.276948, 'lon': 1.707023}",south_west
AA0000018AC2,light,BB000519011F,41.276556,1.704849,"{'lat': 41.276556, 'lon': 1.704849}",south_west
AA0000018AC3,light,BB000519011F,41.276756,1.704146,"{'lat': 41.276756, 'lon': 1.704146}",south_west
AA0000018AC4,light,BB000519011F,41.276968,1.703506,"{'lat': 41.276968, 'lon': 1.703506}",south_west
AA0000018AC5,light,BB000519011F,41.2768,1.703765,"{'lat': 41.2768, 'lon': 1.703765}",south_west
AA0000018AC6,light,BB000519011F,41.276616,1.70445,"{'lat': 41.276616, 'lon': 1.70445}",south_west
AA0000018AC7,light,BB000519011F,41.276544,1.705276,"{'lat': 41.276544, 'lon': 1.705276}",south_west
AA0000018AC8,light,BB000519011F,41.277244,1.706052,"{'lat': 41.277244, 'lon': 1.706052}",south_west
AA0000018AC9,light,BB000519011F,41.277312,1.706823,"{'lat': 41.277312, 'lon': 1.706823}",south_west
AA0000018ACA,light,BB000519011F,41.277264,1.707483,"{'lat': 41.277264, 'lon': 1.707483}",south_west
AA0000018ACB,light,BB000519011F,41.277272,1.706436,"{'lat': 41.277272, 'lon': 1.706436}",south_west
AA0000018ACC,light,BB000519011F,41.277232,1.705661,"{'lat': 41.277232, 'lon': 1.705661}",south_west
AA0000018ACD,light,BB000519011F,41.277344,1.707217,"{'lat': 41.277344, 'lon': 1.707217}",south_west
AA0000018ACE,light,BB000519011F,41.277456,1.703817,"{'lat': 41.277456, 'lon': 1.703817}",south_west
AA0000018ACF,light,BB000519011F,41.277248,1.705304,"{'lat': 41.277248, 'lon': 1.705304}",south_west
AA0000018AD0,light,BB000519011F,41.27734,1.704206,"{'lat': 41.27734, 'lon': 1.704206}",south_west
AA0000018AD1,light,BB000519011F,41.277296,1.704618,"{'lat': 41.277296, 'lon': 1.704618}",south_west
AA0000018AD2,light,BB000519011F,41.277552,1.703593,"{'lat': 41.277552, 'lon': 1.703593}",south_west
AA0000018AD3,light,BB000519011F,41.277272,1.704982,"{'lat': 41.277272, 'lon': 1.704982}",south_west
AA0000018AD4,light,BB000519011F,41.277336,1.701972,"{'lat': 41.277336, 'lon': 1.701972}",south_west
AA0000018AD5,light,BB000519011F,41.277592,1.702537,"{'lat': 41.277592, 'lon': 1.702537}",south_west
AA0000018AD6,light,BB000519011F,41.27754,1.703338,"{'lat': 41.27754, 'lon': 1.703338}",south_west
AA0000018AD7,light,BB000519011F,41.277544,1.702153,"{'lat': 41.277544, 'lon': 1.702153}",south_west
AA0000018AD8,light,BB000519011F,41.27712,1.702064,"{'lat': 41.27712, 'lon': 1.702064}",south_west
AA0000018AE6,light,AA0000011681,41.278,1.726823,"{'lat': 41.278, 'lon': 1.726823}",south
AA0000018AE7,light,AA0000011681,41.27768,1.727215,"{'lat': 41.27768, 'lon': 1.727215}",south
AA0000018AE8,light,AA0000011681,41.277336,1.727689,"{'lat': 41.277336, 'lon': 1.727689}",south
AA0000018AE9,light,AA0000011681,41.278168,1.726531,"{'lat': 41.278168, 'lon': 1.726531}",south
AA0000018AEA,light,AA0000011681,41.27784,1.727017,"{'lat': 41.27784, 'lon': 1.727017}",south
AA0000018AEB,light,AA0000011681,41.277516,1.727445,"{'lat': 41.277516, 'lon': 1.727445}",south
AA0000018AEC,light,AA0000011681,41.274508,1.727824,"{'lat': 41.274508, 'lon': 1.727824}",south
AA0000018AED,light,AA0000011681,41.27812,1.72569,"{'lat': 41.27812, 'lon': 1.72569}",south
AA0000018AEE,light,AA0000011681,41.278232,1.726258,"{'lat': 41.278232, 'lon': 1.726258}",south
AA0000018AEF,light,AA0000011681,41.274304,1.727777,"{'lat': 41.274304, 'lon': 1.727777}",south
AA0000018AF0,light,AA0000011681,41.274672,1.727866,"{'lat': 41.274672, 'lon': 1.727866}",south
AA0000018AF1,light,AA0000011681,41.278228,1.725932,"{'lat': 41.278228, 'lon': 1.725932}",south
AA0000018AF2,light,BB000519011F,41.2763,1.702809,"{'lat': 41.2763, 'lon': 1.702809}",south_west
AA0000018AF3,light,BB000519011F,41.277256,1.708282,"{'lat': 41.277256, 'lon': 1.708282}",south_west
AA0000018AF4,light,BB000519011F,41.277016,1.708472,"{'lat': 41.277016, 'lon': 1.708472}",south_west
AA0000018AF5,light,BB000519011F,41.277052,1.708724,"{'lat': 41.277052, 'lon': 1.708724}",south_west
AA0000018AF6,light,BB000519011F,41.277216,1.708943,"{'lat': 41.277216, 'lon': 1.708943}",south_west
AA0000018AF7,light,BB000519011F,41.277368,1.709227,"{'lat': 41.277368, 'lon': 1.709227}",south_west
AA0000018AF8,light,AA0000011681,41.275536,1.728396,"{'lat': 41.275536, 'lon': 1.728396}",south
AA0000018AF9,light,AA0000011681,41.27592,1.727933,"{'lat': 41.27592, 'lon': 1.727933}",south
AA0000018AFA,light,AA0000011681,41.276356,1.727638,"{'lat': 41.276356, 'lon': 1.727638}",south
AA0000018AFB,light,AA0000011681,41.27536,1.728617,"{'lat': 41.27536, 'lon': 1.728617}",south
AA0000018AFC,light,AA0000011681,41.275732,1.728164,"{'lat': 41.275732, 'lon': 1.728164}",south
AA0000018AFD,light,AA0000011681,41.276092,1.727802,"{'lat': 41.276092, 'lon': 1.727802}",south
AA0000018AFE,light,AA0000011681,41.271756,1.728235,"{'lat': 41.271756, 'lon': 1.728235}",turistic
AA0000018B01,light,AA0000011681,41.27132,1.728539,"{'lat': 41.27132, 'lon': 1.728539}",turistic
AA0000018B02,light,AA0000011681,41.2709,1.728815,"{'lat': 41.2709, 'lon': 1.728815}",south
AA0000018B03,light,AA0000011681,41.272012,1.728064,"{'lat': 41.272012, 'lon': 1.728064}",turistic
AA0000018B04,light,AA0000011681,41.271536,1.728388,"{'lat': 41.271536, 'lon': 1.728388}",turistic
AA0000018B05,light,AA0000011681,41.271124,1.728661,"{'lat': 41.271124, 'lon': 1.728661}",south
AA0000018B06,light,AA0000011681,41.270436,1.729141,"{'lat': 41.270436, 'lon': 1.729141}",south
AA0000018B07,light,AA0000011681,41.274952,1.728489,"{'lat': 41.274952, 'lon': 1.728489}",south
AA0000018B08,light,AA0000011681,41.275236,1.728763,"{'lat': 41.275236, 'lon': 1.728763}",south
AA0000018B09,light,AA0000011681,41.27064,1.728979,"{'lat': 41.27064, 'lon': 1.728979}",south
AA0000018B0A,light,AA0000011681,41.274832,1.72817,"{'lat': 41.274832, 'lon': 1.72817}",south
AA0000018B0B,light,AA0000011681,41.275088,1.728757,"{'lat': 41.275088, 'lon': 1.728757}",south
AA0000018B0C,light,AA0000011681,41.275728,1.729179,"{'lat': 41.275728, 'lon': 1.729179}",south
AA0000018B0D,light,AA0000011681,41.275296,1.728961,"{'lat': 41.275296, 'lon': 1.728961}",south
AA0000018B0E,light,AA0000011681,41.277724,1.726128,"{'lat': 41.277724, 'lon': 1.726128}",south
AA0000018B0F,light,AA0000011681,41.275936,1.729136,"{'lat': 41.275936, 'lon': 1.729136}",south
AA0000018B10,light,AA0000011681,41.275496,1.729086,"{'lat': 41.275496, 'lon': 1.729086}",south
AA0000018B11,light,AA0000011681,41.277896,1.725835,"{'lat': 41.277896, 'lon': 1.725835}",south
AA0000018B12,light,AA0000011681,41.276992,1.728166,"{'lat': 41.276992, 'lon': 1.728166}",south
AA0000018B13,light,AA0000011681,41.276628,1.728621,"{'lat': 41.276628, 'lon': 1.728621}",south
AA0000018B14,light,AA0000011681,41.276192,1.729012,"{'lat': 41.276192, 'lon': 1.729012}",south
AA0000018B15,light,AA0000011681,41.27716,1.727938,"{'lat': 41.27716, 'lon': 1.727938}",south
AA0000018B16,light,AA0000011681,41.276824,1.728401,"{'lat': 41.276824, 'lon': 1.728401}",south
AA0000018B17,light,AA0000011681,41.276416,1.72883,"{'lat': 41.276416, 'lon': 1.72883}",south
AA0000018B18,light,BB000519011F,41.275312,1.704822,"{'lat': 41.275312, 'lon': 1.704822}",south_west
AA0000018B19,light,BB000519011F,41.275048,1.704845,"{'lat': 41.275048, 'lon': 1.704845}",south_west
AA0000018B1A,light,BB000519011F,41.276328,1.705166,"{'lat': 41.276328, 'lon': 1.705166}",south_west
AA0000018B1B,light,BB000519011F,41.276136,1.704966,"{'lat': 41.276136, 'lon': 1.704966}",south_west
AA0000018B1C,light,BB000519011F,41.275936,1.704693,"{'lat': 41.275936, 'lon': 1.704693}",south_west
AA0000018B1D,light,BB000519011F,41.27562,1.704702,"{'lat': 41.27562, 'lon': 1.704702}",south_west
AA0000018B1E,light,AA0000011681,41.270096,1.728418,"{'lat': 41.270096, 'lon': 1.728418}",turistic
AA0000018B1F,light,AA0000011681,41.270596,1.72833,"{'lat': 41.270596, 'lon': 1.72833}",turistic
AA0000018B20,light,AA0000011681,41.271,1.727911,"{'lat': 41.271, 'lon': 1.727911}",turistic
AA0000018B21,light,AA0000011681,41.269916,1.728645,"{'lat': 41.269916, 'lon': 1.728645}",south
AA0000018B22,light,AA0000011681,41.270352,1.728356,"{'lat': 41.270352, 'lon': 1.728356}",turistic
AA0000018B23,light,AA0000011681,41.270824,1.728157,"{'lat': 41.270824, 'lon': 1.728157}",turistic
AA0000018B24,light,AA0000011681,41.277084,1.726887,"{'lat': 41.277084, 'lon': 1.726887}",south
AA0000018B25,light,BB000519011F,41.276532,1.707638,"{'lat': 41.276532, 'lon': 1.707638}",south_west
AA0000018B26,light,BB000519011F,41.276368,1.707224,"{'lat': 41.276368, 'lon': 1.707224}",south_west
AA0000018B27,light,AA0000011681,41.274108,1.72775,"{'lat': 41.274108, 'lon': 1.72775}",south
AA0000018B28,light,BB000519011F,41.276228,1.706903,"{'lat': 41.276228, 'lon': 1.706903}",south_west
AA0000018B29,light,BB000519011F,41.27612,1.706478,"{'lat': 41.27612, 'lon': 1.706478}",south_west
AA0000018B2A,light,AA0000011681,41.27284,1.726605,"{'lat': 41.27284, 'lon': 1.726605}",south
AA0000018B2B,light,AA0000011681,41.273312,1.726751,"{'lat': 41.273312, 'lon': 1.726751}",south
AA0000018B2C,light,AA0000011681,41.274328,1.72648,"{'lat': 41.274328, 'lon': 1.72648}",south
AA0000018B2D,light,AA0000011681,41.27262,1.726755,"{'lat': 41.27262, 'lon': 1.726755}",south
AA0000018B2E,light,AA0000011681,41.273096,1.726617,"{'lat': 41.273096, 'lon': 1.726617}",south
AA0000018B36,light,AA0000011681,41.270084,1.732055,"{'lat': 41.270084, 'lon': 1.732055}",south
AA0000018B37,light,AA0000011681,41.269776,1.731598,"{'lat': 41.269776, 'lon': 1.731598}",south
AA0000018B38,light,AA0000011681,41.269732,1.730958,"{'lat': 41.269732, 'lon': 1.730958}",south
AA0000018B39,light,AA0000011681,41.270344,1.732105,"{'lat': 41.270344, 'lon': 1.732105}",south
AA0000018B3A,light,AA0000011681,41.269904,1.731864,"{'lat': 41.269904, 'lon': 1.731864}",south
AA0000018B3B,light,AA0000011681,41.26972,1.731311,"{'lat': 41.26972, 'lon': 1.731311}",south
AA0000018B3C,light,BB000519011F,41.27574,1.705559,"{'lat': 41.27574, 'lon': 1.705559}",south_west
AA0000018B3D,light,BB000519011F,41.275588,1.705249,"{'lat': 41.275588, 'lon': 1.705249}",south_west
AA0000018B3E,light,BB000519011F,41.275628,1.704889,"{'lat': 41.275628, 'lon': 1.704889}",south_west
AA0000018B3F,light,BB000519011F,41.276448,1.705533,"{'lat': 41.276448, 'lon': 1.705533}",south_west
AA0000018B40,light,BB000519011F,41.276,1.706165,"{'lat': 41.276, 'lon': 1.706165}",south_west
AA0000018B42,light,AA0000011681,41.269776,1.730318,"{'lat': 41.269776, 'lon': 1.730318}",south
AA0000018B43,light,AA0000011681,41.269848,1.729578,"{'lat': 41.269848, 'lon': 1.729578}",south
AA0000018B44,light,AA0000011681,41.269892,1.728963,"{'lat': 41.269892, 'lon': 1.728963}",south
AA0000018B45,light,AA0000011681,41.269744,1.730639,"{'lat': 41.269744, 'lon': 1.730639}",south
AA0000018B46,light,AA0000011681,41.269812,1.729965,"{'lat': 41.269812, 'lon': 1.729965}",south
AA0000018B47,light,AA0000011681,41.269888,1.72929,"{'lat': 41.269888, 'lon': 1.72929}",south
AA0000018B48,light,AA00000112BE,41.297148,1.71335,"{'lat': 41.297148, 'lon': 1.71335}",north
AA0000018B49,light,AA00000112BE,41.2977,1.713271,"{'lat': 41.2977, 'lon': 1.713271}",north
AA0000018B4A,light,AA00000112BE,41.298376,1.715599,"{'lat': 41.298376, 'lon': 1.715599}",north
AA0000018B4B,light,BB000519011F,41.276688,1.703882,"{'lat': 41.276688, 'lon': 1.703882}",south_west
AA0000018B4C,light,AA00000112BE,41.297976,1.715488,"{'lat': 41.297976, 'lon': 1.715488}",north
AA0000018B4D,light,AA00000112BE,41.297616,1.714574,"{'lat': 41.297616, 'lon': 1.714574}",north
AA0000018B4E,light,AA00000112BE,41.297452,1.714165,"{'lat': 41.297452, 'lon': 1.714165}",north
AA0000018B4F,light,AA00000112BE,41.29728,1.713702,"{'lat': 41.29728, 'lon': 1.713702}",north
AA0000018B50,light,AA00000112BE,41.297896,1.713785,"{'lat': 41.297896, 'lon': 1.713785}",north
AA0000018B51,light,AA00000112BE,41.298048,1.714183,"{'lat': 41.298048, 'lon': 1.714183}",north
AA0000018B52,light,AA00000112BE,41.298192,1.714578,"{'lat': 41.298192, 'lon': 1.714578}",north
AA0000018B53,light,AA00000112BE,41.298344,1.714959,"{'lat': 41.298344, 'lon': 1.714959}",north
AA0000018B54,light,AA00000112BE,41.298504,1.715351,"{'lat': 41.298504, 'lon': 1.715351}",north
AA0000018B55,light,AA00000112BE,41.298624,1.715685,"{'lat': 41.298624, 'lon': 1.715685}",north
AA0000018B56,light,AA00000112BE,41.298768,1.716076,"{'lat': 41.298768, 'lon': 1.716076}",north
AA0000018B57,light,AA00000112BE,41.298896,1.716408,"{'lat': 41.298896, 'lon': 1.716408}",north
AA0000018B58,light,AA00000112BE,41.299052,1.716794,"{'lat': 41.299052, 'lon': 1.716794}",north
AA0000018B59,light,AA00000112BE,41.299196,1.717198,"{'lat': 41.299196, 'lon': 1.717198}",north
AA0000018B5D,light,BB000519011F,41.274292,1.710318,"{'lat': 41.274292, 'lon': 1.710318}",south_west
AA0000018B5E,light,BB000519011F,41.276632,1.70785,"{'lat': 41.276632, 'lon': 1.70785}",south_west
AA0000018B5F,light,AA0000011276,41.27026,1.736089,"{'lat': 41.27026, 'lon': 1.736089}",south
AA0000018B66,light,AA0000011681,41.27144,1.727538,"{'lat': 41.27144, 'lon': 1.727538}",turistic
AA0000018B67,light,AA0000011681,41.271908,1.727233,"{'lat': 41.271908, 'lon': 1.727233}",turistic
AA0000018B68,light,AA0000011681,41.272392,1.726921,"{'lat': 41.272392, 'lon': 1.726921}",south
AA0000018B69,light,AA0000011681,41.271212,1.727685,"{'lat': 41.271212, 'lon': 1.727685}",turistic
AA0000018B6A,light,AA0000011681,41.271676,1.727384,"{'lat': 41.271676, 'lon': 1.727384}",turistic
AA0000018B6B,light,AA0000011681,41.272152,1.727096,"{'lat': 41.272152, 'lon': 1.727096}",turistic
AA0000018B6C,light,AA0000011681,41.27684,1.727362,"{'lat': 41.27684, 'lon': 1.727362}",south
AA0000018B6D,light,AA0000011681,41.277016,1.727124,"{'lat': 41.277016, 'lon': 1.727124}",south
AA0000018B6E,light,AA000001167D,41.274704,1.729424,"{'lat': 41.274704, 'lon': 1.729424}",south
AA0000018B6F,light,AA0000011681,41.27738,1.726647,"{'lat': 41.27738, 'lon': 1.726647}",south
AA0000018B70,light,AA0000011290,41.286072,1.72392,"{'lat': 41.286072, 'lon': 1.72392}",industrial
AA0000018B71,light,AA0000011290,41.285036,1.723893,"{'lat': 41.285036, 'lon': 1.723893}",industrial
AA0000018B73,light,AA0000011290,41.286932,1.723986,"{'lat': 41.286932, 'lon': 1.723986}",industrial
AA0000018B74,light,AA0000011290,41.2856,1.723858,"{'lat': 41.2856, 'lon': 1.723858}",industrial
AA0000018B75,light,AA0000011290,41.284888,1.723957,"{'lat': 41.284888, 'lon': 1.723957}",industrial
AA0000018B76,light,AA0000011290,41.284264,1.723742,"{'lat': 41.284264, 'lon': 1.723742}",industrial
AA0000018B77,light,AA0000011290,41.283668,1.721897,"{'lat': 41.283668, 'lon': 1.721897}",center
AA0000018B78,light,AA0000011290,41.283116,1.722529,"{'lat': 41.283116, 'lon': 1.722529}",center
AA0000018B79,light,AA0000011290,41.284512,1.723801,"{'lat': 41.284512, 'lon': 1.723801}",industrial
AA0000018B7A,light,AA0000011290,41.283632,1.722138,"{'lat': 41.283632, 'lon': 1.722138}",center
AA0000018B7B,light,AA0000011290,41.28298,1.722532,"{'lat': 41.28298, 'lon': 1.722532}",center
AA0000018B7C,light,AA0000011290,41.28312,1.722944,"{'lat': 41.28312, 'lon': 1.722944}",center
AA0000018B7D,light,AA0000011290,41.283348,1.722973,"{'lat': 41.283348, 'lon': 1.722973}",center
AA0000018B7E,light,AA0000011290,41.28382,1.722691,"{'lat': 41.28382, 'lon': 1.722691}",center
AA0000018B7F,light,AA0000011290,41.283356,1.722518,"{'lat': 41.283356, 'lon': 1.722518}",center
AA0000018B80,light,AA0000011290,41.28324,1.72295,"{'lat': 41.28324, 'lon': 1.72295}",center
AA0000018B81,light,AA0000011290,41.283688,1.722314,"{'lat': 41.283688, 'lon': 1.722314}",center
AA0000018B82,light,AA0000011290,41.284044,1.723109,"{'lat': 41.284044, 'lon': 1.723109}",center
AA0000018B83,light,AA0000011290,41.283592,1.723063,"{'lat': 41.283592, 'lon': 1.723063}",center
AA0000018B84,light,AA0000011290,41.2835,1.722457,"{'lat': 41.2835, 'lon': 1.722457}",center
AA0000018B85,light,AA0000011290,41.283568,1.722668,"{'lat': 41.283568, 'lon': 1.722668}",center
AA0000018B86,light,AA0000011290,41.283812,1.723087,"{'lat': 41.283812, 'lon': 1.723087}",center
AA0000018B87,light,AA0000011290,41.283512,1.722132,"{'lat': 41.283512, 'lon': 1.722132}",center
AA0000018B88,light,AA0000011290,41.283472,1.723135,"{'lat': 41.283472, 'lon': 1.723135}",center
AA0000018B89,light,AA0000011290,41.283236,1.722786,"{'lat': 41.283236, 'lon': 1.722786}",center
AA0000018B8A,light,AA0000011290,41.283256,1.72278,"{'lat': 41.283256, 'lon': 1.72278}",center
AA0000018B8B,light,AA0000011290,41.28348,1.722797,"{'lat': 41.28348, 'lon': 1.722797}",center
AA0000018B8C,light,AA0000011290,41.280828,1.723579,"{'lat': 41.280828, 'lon': 1.723579}",industrial
AA0000018B8D,light,AA0000011290,41.283248,1.722804,"{'lat': 41.283248, 'lon': 1.722804}",center
AA0000018B8E,light,AA0000011276,41.269772,1.734581,"{'lat': 41.269772, 'lon': 1.734581}",south
