id,type,ebox_id,lat,lon,coordinates,zone
AA000000ADBA,light,BB0005190121,41.271436,1.711007,"{'lat': 41.271436, 'lon': 1.711007}",south_west
AA000000B2F7,light,BB0005190121,41.271296,1.710671,"{'lat': 41.271296, 'lon': 1.710671}",south_west
AA000000B303,light,AA0000011290,41.28462,1.723922,"{'lat': 41.28462, 'lon': 1.723922}",industrial
AA000000B31C,light,AA00000112CB,41.280256,1.744759,"{'lat': 41.280256, 'lon': 1.744759}",east
AA000000B31E,light,BB0005190121,41.271088,1.710281,"{'lat': 41.271088, 'lon': 1.710281}",south_west
AA000001483F,light,AA0000011290,41.284376,1.723861,"{'lat': 41.284376, 'lon': 1.723861}",industrial
AA0000014840,light,BB000519015E,41.27778,1.73816,"{'lat': 41.27778, 'lon': 1.73816}",field2
AA0000014841,light,BB000519015E,41.277752,1.738176,"{'lat': 41.277752, 'lon': 1.738176}",field2
AA0000014842,light,BB000519015E,41.277716,1.738164,"{'lat': 41.277716, 'lon': 1.738164}",field2
AA0000014847,light,BB000519015E,41.277712,1.738565,"{'lat': 41.277712, 'lon': 1.738565}",field2
AA000001485C,light,AA000000D44C,41.279956,1.724008,"{'lat': 41.279956, 'lon': 1.724008}",industrial
AA0000014881,light,BB000519015E,41.277652,1.738601,"{'lat': 41.277652, 'lon': 1.738601}",field2
AA000001488C,light,AA0000011277,41.280984,1.720873,"{'lat': 41.280984, 'lon': 1.720873}",center_south
AA00000161CF,light,BB0005190120,41.27248,1.709601,"{'lat': 41.27248, 'lon': 1.709601}",south_west
AA00000161D0,light,BB0005190120,41.275148,1.707025,"{'lat': 41.275148, 'lon': 1.707025}",south_west
AA00000161D1,light,BB0005190120,41.271108,1.708657,"{'lat': 41.271108, 'lon': 1.708657}",south_west
AA00000161D4,light,BB0005190120,41.27218,1.707459,"{'lat': 41.27218, 'lon': 1.707459}",south_west
AA00000161D8,light,BB0005190120,41.271892,1.707472,"{'lat': 41.271892, 'lon': 1.707472}",south_west
AA0000016269,light,BB0005190120,41.271284,1.707457,"{'lat': 41.271284, 'lon': 1.707457}",south_west
AA000001626A,light,BB0005190120,41.272072,1.709424,"{'lat': 41.272072, 'lon': 1.709424}",south_west
AA000001626B,light,BB0005190120,41.273028,1.709875,"{'lat': 41.273028, 'lon': 1.709875}",south_west
AA000001629C,light,BB0005190120,41.27148,1.708963,"{'lat': 41.27148, 'lon': 1.708963}",south_west
AA0000016C67,light,BB0005190120,41.272224,1.709442,"{'lat': 41.272224, 'lon': 1.709442}",south_west
AA0000016CED,light,BB0005190120,41.271232,1.708758,"{'lat': 41.271232, 'lon': 1.708758}",south_west
AA0000016CF8,light,BB000519011F,41.277612,1.702885,"{'lat': 41.277612, 'lon': 1.702885}",south_west
AA0000016D4C,light,BB0005190120,41.271796,1.709195,"{'lat': 41.271796, 'lon': 1.709195}",south_west
AA0000016F19,light,BB0005190122,41.272348,1.7032,"{'lat': 41.272348, 'lon': 1.7032}",south_west
AA0000016F53,light,BB0005190120,41.273112,1.711936,"{'lat': 41.273112, 'lon': 1.711936}",south_west
AA0000016FC3,light,BB0005190122,41.273748,1.697236,"{'lat': 41.273748, 'lon': 1.697236}",south_west
AA000001709E,light,BB0005190120,41.273268,1.710045,"{'lat': 41.273268, 'lon': 1.710045}",south_west
AA00000170B6,light,BB0005190120,41.2727,1.709714,"{'lat': 41.2727, 'lon': 1.709714}",south_west
AA0000017255,light,BB0005190120,41.273356,1.710258,"{'lat': 41.273356, 'lon': 1.710258}",south_west
AA000001726C,light,AA000001128F,41.28698,1.722956,"{'lat': 41.28698, 'lon': 1.722956}",center
AA0000017288,light,BB0005190120,41.27108,1.708317,"{'lat': 41.27108, 'lon': 1.708317}",south_west
AA000001728F,light,AA000001128F,41.28716,1.722331,"{'lat': 41.28716, 'lon': 1.722331}",center
AA00000172B4,light,BB0005190120,41.2734,1.710545,"{'lat': 41.2734, 'lon': 1.710545}",south_west
AA00000172B5,light,BB000519011F,41.275512,1.703153,"{'lat': 41.275512, 'lon': 1.703153}",south_west
AA0000017327,light,BB0005190120,41.27336,1.710975,"{'lat': 41.27336, 'lon': 1.710975}",south_west
AA000001734C,light,BB0005190120,41.27332,1.711231,"{'lat': 41.27332, 'lon': 1.711231}",south_west
AA0000017555,light,AA0000011277,41.281152,1.721619,"{'lat': 41.281152, 'lon': 1.721619}",center_south
AA0000017763,light,BB0005190147,41.289784,1.724382,"{'lat': 41.289784, 'lon': 1.724382}",center_north
AA00000177FB,light,BB0005190122,41.272428,1.70291,"{'lat': 41.272428, 'lon': 1.70291}",south_west
AA00000181A3,light,AA00000112CB,41.283132,1.74705,"{'lat': 41.283132, 'lon': 1.74705}",east
AA00000184A2,light,BB0005190120,41.270592,1.708146,"{'lat': 41.270592, 'lon': 1.708146}",south_west
AA00000184A3,light,BB0005190120,41.270512,1.707883,"{'lat': 41.270512, 'lon': 1.707883}",south_west
AA00000184A5,light,BB0005190120,41.270364,1.707471,"{'lat': 41.270364, 'lon': 1.707471}",south_west
AA00000184A6,light,BB0005190120,41.27024,1.706911,"{'lat': 41.27024, 'lon': 1.706911}",south_west
AA00000184A7,light,BB0005190120,41.273796,1.706281,"{'lat': 41.273796, 'lon': 1.706281}",south_west
AA00000184B6,light,BB0005190122,41.269364,1.699056,"{'lat': 41.269364, 'lon': 1.699056}",south_west
AA00000184B7,light,BB0005190122,41.271272,1.703125,"{'lat': 41.271272, 'lon': 1.703125}",south_west
AA00000184B8,light,BB0005190122,41.271492,1.703299,"{'lat': 41.271492, 'lon': 1.703299}",south_west
AA00000184B9,light,BB0005190122,41.271816,1.703432,"{'lat': 41.271816, 'lon': 1.703432}",south_west
AA00000184D8,light,BB0005190121,41.26782,1.705327,"{'lat': 41.26782, 'lon': 1.705327}",south_west
AA00000184D9,light,BB0005190122,41.272096,1.699207,"{'lat': 41.272096, 'lon': 1.699207}",south_west
AA00000184DA,light,BB0005190121,41.268024,1.706305,"{'lat': 41.268024, 'lon': 1.706305}",south_west
AA00000184DB,light,BB0005190121,41.26798,1.706027,"{'lat': 41.26798, 'lon': 1.706027}",south_west
AA00000184DC,light,BB0005190121,41.267928,1.705813,"{'lat': 41.267928, 'lon': 1.705813}",south_west
AA00000184DD,light,BB0005190121,41.267876,1.705534,"{'lat': 41.267876, 'lon': 1.705534}",south_west
AA00000184DE,light,BB0005190122,41.272136,1.699475,"{'lat': 41.272136, 'lon': 1.699475}",south_west
AA00000184DF,light,BB0005190122,41.272176,1.699822,"{'lat': 41.272176, 'lon': 1.699822}",south_west
AA00000184E0,light,BB0005190122,41.272164,1.700033,"{'lat': 41.272164, 'lon': 1.700033}",south_west
AA00000184E1,light,BB0005190122,41.271992,1.700302,"{'lat': 41.271992, 'lon': 1.700302}",south_west
AA00000184E2,light,BB0005190122,41.271836,1.700471,"{'lat': 41.271836, 'lon': 1.700471}",south_west
AA00000184E3,light,BB0005190122,41.271624,1.700696,"{'lat': 41.271624, 'lon': 1.700696}",south_west
AA00000184E4,light,BB0005190121,41.272448,1.712911,"{'lat': 41.272448, 'lon': 1.712911}",south_west
AA00000184E5,light,BB0005190121,41.272732,1.713012,"{'lat': 41.272732, 'lon': 1.713012}",south_west
AA00000184E6,light,BB0005190121,41.273048,1.713082,"{'lat': 41.273048, 'lon': 1.713082}",south_west
AA00000184E7,light,BB0005190121,41.27332,1.713126,"{'lat': 41.27332, 'lon': 1.713126}",south_west
AA00000184E8,light,BB0005190121,41.273592,1.713174,"{'lat': 41.273592, 'lon': 1.713174}",south_west
AA00000184E9,light,BB0005190121,41.273768,1.713165,"{'lat': 41.273768, 'lon': 1.713165}",south_west
AA00000184EA,light,BB0005190121,41.268296,1.708622,"{'lat': 41.268296, 'lon': 1.708622}",south_west
AA00000184EB,light,BB0005190121,41.26824,1.70826,"{'lat': 41.26824, 'lon': 1.70826}",south_west
AA00000184EC,light,BB0005190121,41.268188,1.707913,"{'lat': 41.268188, 'lon': 1.707913}",south_west
AA00000184ED,light,BB0005190121,41.268136,1.707592,"{'lat': 41.268136, 'lon': 1.707592}",south_west
AA00000184EE,light,BB0005190121,41.268088,1.707189,"{'lat': 41.268088, 'lon': 1.707189}",south_west
AA00000184EF,light,BB0005190121,41.26804,1.706727,"{'lat': 41.26804, 'lon': 1.706727}",south_west
AA00000184F0,light,BB0005190121,41.272336,1.711927,"{'lat': 41.272336, 'lon': 1.711927}",south_west
AA00000184F1,light,BB0005190121,41.272392,1.711614,"{'lat': 41.272392, 'lon': 1.711614}",south_west
AA00000184F2,light,BB0005190121,41.272484,1.711124,"{'lat': 41.272484, 'lon': 1.711124}",south_west
AA00000184F3,light,BB0005190121,41.272484,1.710712,"{'lat': 41.272484, 'lon': 1.710712}",south_west
AA00000184F4,light,BB0005190121,41.272356,1.71053,"{'lat': 41.272356, 'lon': 1.71053}",south_west
AA00000184F5,light,BB0005190121,41.27222,1.710279,"{'lat': 41.27222, 'lon': 1.710279}",south_west
AA00000184F6,light,BB0005190122,41.271408,1.701,"{'lat': 41.271408, 'lon': 1.701}",south_west
AA00000184F7,light,BB0005190122,41.271324,1.70146,"{'lat': 41.271324, 'lon': 1.70146}",south_west
AA00000184F8,light,BB0005190122,41.271288,1.701806,"{'lat': 41.271288, 'lon': 1.701806}",south_west
AA00000184F9,light,BB0005190122,41.271184,1.702045,"{'lat': 41.271184, 'lon': 1.702045}",south_west
AA00000184FB,light,BB0005190122,41.271208,1.703385,"{'lat': 41.271208, 'lon': 1.703385}",south_west
AA00000184FC,light,BB0005190122,41.271408,1.703774,"{'lat': 41.271408, 'lon': 1.703774}",south_west
AA00000184FD,light,BB0005190122,41.27148,1.704034,"{'lat': 41.27148, 'lon': 1.704034}",south_west
AA00000184FE,light,BB0005190122,41.271624,1.704248,"{'lat': 41.271624, 'lon': 1.704248}",south_west
AA0000018501,light,BB0005190122,41.27182,1.704329,"{'lat': 41.27182, 'lon': 1.704329}",south_west
AA0000018502,light,BB0005190122,41.27112,1.70227,"{'lat': 41.27112, 'lon': 1.70227}",south_west
AA0000018503,light,BB0005190122,41.271088,1.702552,"{'lat': 41.271088, 'lon': 1.702552}",south_west
AA0000018504,light,BB0005190122,41.271936,1.704358,"{'lat': 41.271936, 'lon': 1.704358}",south_west
AA0000018505,light,BB0005190122,41.27206,1.704298,"{'lat': 41.27206, 'lon': 1.704298}",south_west
AA0000018506,light,BB0005190122,41.272132,1.704096,"{'lat': 41.272132, 'lon': 1.704096}",south_west
AA0000018507,light,BB0005190122,41.272316,1.703949,"{'lat': 41.272316, 'lon': 1.703949}",south_west
AA0000018508,light,BB0005190122,41.272628,1.703901,"{'lat': 41.272628, 'lon': 1.703901}",south_west
AA0000018509,light,BB0005190122,41.272776,1.703759,"{'lat': 41.272776, 'lon': 1.703759}",south_west
AA000001853E,light,BB0005190122,41.2729,1.703571,"{'lat': 41.2729, 'lon': 1.703571}",south_west
AA000001853F,light,BB0005190122,41.272952,1.703161,"{'lat': 41.272952, 'lon': 1.703161}",south_west
AA0000018540,light,BB0005190122,41.272048,1.699633,"{'lat': 41.272048, 'lon': 1.699633}",south_west
AA0000018541,light,BB0005190122,41.271752,1.699324,"{'lat': 41.271752, 'lon': 1.699324}",south_west
AA0000018542,light,BB0005190122,41.271628,1.699023,"{'lat': 41.271628, 'lon': 1.699023}",south_west
AA0000018543,light,BB0005190122,41.271624,1.698613,"{'lat': 41.271624, 'lon': 1.698613}",south_west
AA0000018684,light,AA0000011681,41.275472,1.727913,"{'lat': 41.275472, 'lon': 1.727913}",south
AA0000018685,light,AA0000011681,41.275376,1.728171,"{'lat': 41.275376, 'lon': 1.728171}",south
AA0000018686,light,AA0000011681,41.275324,1.728234,"{'lat': 41.275324, 'lon': 1.728234}",south
AA0000018687,light,AA0000011681,41.275216,1.728305,"{'lat': 41.275216, 'lon': 1.728305}",south
AA0000018688,light,AA0000011681,41.275136,1.728384,"{'lat': 41.275136, 'lon': 1.728384}",south
AA0000018689,light,AA0000011681,41.275068,1.728455,"{'lat': 41.275068, 'lon': 1.728455}",south
AA000001868A,light,BB0005190123,41.26958,1.699778,"{'lat': 41.26958, 'lon': 1.699778}",south_west
AA000001868B,light,BB0005190123,41.26858,1.701787,"{'lat': 41.26858, 'lon': 1.701787}",south_west
AA000001868C,light,BB0005190123,41.268712,1.701676,"{'lat': 41.268712, 'lon': 1.701676}",south_west
AA000001868D,light,BB0005190123,41.268952,1.70142,"{'lat': 41.268952, 'lon': 1.70142}",south_west
AA000001868E,light,BB0005190123,41.269172,1.70119,"{'lat': 41.269172, 'lon': 1.70119}",south_west
AA000001868F,light,BB0005190123,41.269448,1.70093,"{'lat': 41.269448, 'lon': 1.70093}",south_west
AA0000018690,light,BB0005190123,41.268544,1.702029,"{'lat': 41.268544, 'lon': 1.702029}",south_west
AA0000018691,light,BB0005190123,41.268436,1.701733,"{'lat': 41.268436, 'lon': 1.701733}",south_west
AA0000018692,light,BB0005190123,41.268312,1.701378,"{'lat': 41.268312, 'lon': 1.701378}",south_west
AA0000018693,light,BB0005190123,41.268236,1.701087,"{'lat': 41.268236, 'lon': 1.701087}",south_west
AA0000018694,light,BB0005190123,41.268364,1.700997,"{'lat': 41.268364, 'lon': 1.700997}",south_west
AA0000018695,light,BB0005190123,41.268504,1.700841,"{'lat': 41.268504, 'lon': 1.700841}",south_west
AA0000018696,light,AA000000D44C,41.279664,1.72393,"{'lat': 41.279664, 'lon': 1.72393}",industrial
AA0000018697,light,AA000000D44C,41.280468,1.724101,"{'lat': 41.280468, 'lon': 1.724101}",industrial
AA0000018698,light,AA000000D44C,41.280232,1.724034,"{'lat': 41.280232, 'lon': 1.724034}",industrial
AA0000018699,light,AA000000D44C,41.280208,1.724075,"{'lat': 41.280208, 'lon': 1.724075}",industrial
AA000001869A,light,AA0000011681,41.276564,1.72742,"{'lat': 41.276564, 'lon': 1.72742}",south
AA000001869B,light,AA0000011681,41.276508,1.72746,"{'lat': 41.276508, 'lon': 1.72746}",south
AA000001869C,light,AA0000011681,41.27644,1.727466,"{'lat': 41.27644, 'lon': 1.727466}",south
AA000001869D,light,AA0000011681,41.27638,1.727457,"{'lat': 41.27638, 'lon': 1.727457}",south
AA000001869E,light,AA0000011681,41.275588,1.727776,"{'lat': 41.275588, 'lon': 1.727776}",south
AA000001869F,light,AA0000011681,41.276108,1.727655,"{'lat': 41.276108, 'lon': 1.727655}",south
AA00000186A0,light,AA0000011681,41.276912,1.727156,"{'lat': 41.276912, 'lon': 1.727156}",south
AA00000186A1,light,AA0000011681,41.276856,1.727192,"{'lat': 41.276856, 'lon': 1.727192}",south
AA00000186A2,light,AA0000011681,41.276808,1.727208,"{'lat': 41.276808, 'lon': 1.727208}",south
AA00000186A3,light,AA0000011681,41.27674,1.727207,"{'lat': 41.27674, 'lon': 1.727207}",south
AA00000186A4,light,AA0000011681,41.276664,1.727225,"{'lat': 41.276664, 'lon': 1.727225}",south
AA00000186A5,light,AA0000011681,41.276608,1.727325,"{'lat': 41.276608, 'lon': 1.727325}",south
AA00000186A6,light,AA0000011681,41.276296,1.727461,"{'lat': 41.276296, 'lon': 1.727461}",south
AA00000186A8,light,AA0000011681,41.276192,1.727551,"{'lat': 41.276192, 'lon': 1.727551}",south
AA00000186A9,light,AA0000011681,41.276152,1.7276,"{'lat': 41.276152, 'lon': 1.7276}",south
AA00000186AA,light,AA0000011681,41.275908,1.727714,"{'lat': 41.275908, 'lon': 1.727714}",south
AA00000186AB,light,AA0000011681,41.275848,1.727753,"{'lat': 41.275848, 'lon': 1.727753}",south
AA00000186AC,light,AA0000011681,41.275784,1.727802,"{'lat': 41.275784, 'lon': 1.727802}",south
AA00000186AD,light,AA0000011681,41.275652,1.727704,"{'lat': 41.275652, 'lon': 1.727704}",south
AA00000186AE,light,AA0000011681,41.276048,1.727685,"{'lat': 41.276048, 'lon': 1.727685}",south
AA00000186AF,light,AA0000011681,41.27552,1.727857,"{'lat': 41.27552, 'lon': 1.727857}",south
AA00000186B0,light,BB0005190123,41.268744,1.700619,"{'lat': 41.268744, 'lon': 1.700619}",south_west
AA00000186B1,light,BB0005190123,41.269016,1.70033,"{'lat': 41.269016, 'lon': 1.70033}",south_west
AA00000186B2,light,BB0005190123,41.269248,1.700153,"{'lat': 41.269248, 'lon': 1.700153}",south_west
AA00000186B3,light,BB0005190123,41.269456,1.699904,"{'lat': 41.269456, 'lon': 1.699904}",south_west
AA00000186B4,light,AA000001169B,41.282456,1.718072,"{'lat': 41.282456, 'lon': 1.718072}",school_sports
AA00000186B5,light,AA000001169B,41.282352,1.718403,"{'lat': 41.282352, 'lon': 1.718403}",school_sports
AA00000186B6,light,AA000001169B,41.282536,1.718426,"{'lat': 41.282536, 'lon': 1.718426}",school_sports
AA00000186B7,light,AA000001169B,41.282564,1.718428,"{'lat': 41.282564, 'lon': 1.718428}",school_sports
AA00000186B8,light,BB0005190120,41.2742,1.704378,"{'lat': 41.2742, 'lon': 1.704378}",south_west
AA00000186B9,light,BB0005190120,41.274104,1.704651,"{'lat': 41.274104, 'lon': 1.704651}",south_west
AA00000186BA,light,BB0005190120,41.274412,1.705381,"{'lat': 41.274412, 'lon': 1.705381}",south_west
AA00000186BB,light,BB0005190120,41.274588,1.704865,"{'lat': 41.274588, 'lon': 1.704865}",south_west
AA00000186BC,light,BB0005190120,41.274572,1.703768,"{'lat': 41.274572, 'lon': 1.703768}",south_west
AA00000186BD,light,BB0005190120,41.274284,1.703967,"{'lat': 41.274284, 'lon': 1.703967}",south_west
AA00000186BE,light,AA0000011277,41.280692,1.720922,"{'lat': 41.280692, 'lon': 1.720922}",center_south
AA00000186BF,light,AA000001169B,41.282496,1.717622,"{'lat': 41.282496, 'lon': 1.717622}",school_sports
AA00000186C0,light,BB0005190120,41.274624,1.702789,"{'lat': 41.274624, 'lon': 1.702789}",south_west
AA00000186C1,light,BB0005190120,41.274588,1.702305,"{'lat': 41.274588, 'lon': 1.702305}",south_west
AA00000186C2,light,BB0005190120,41.274284,1.702084,"{'lat': 41.274284, 'lon': 1.702084}",south_west
AA00000186C3,light,BB0005190120,41.27404,1.70221,"{'lat': 41.27404, 'lon': 1.70221}",south_west
AA00000186C4,light,BB0005190120,41.273784,1.702436,"{'lat': 41.273784, 'lon': 1.702436}",south_west
AA00000186C5,light,BB0005190120,41.274336,1.706452,"{'lat': 41.274336, 'lon': 1.706452}",south_west
AA00000186C6,light,BB0005190120,41.274384,1.706054,"{'lat': 41.274384, 'lon': 1.706054}",south_west
AA00000186C7,light,BB0005190120,41.2744,1.705725,"{'lat': 41.2744, 'lon': 1.705725}",south_west
AA00000186C8,light,BB0005190120,41.274568,1.702019,"{'lat': 41.274568, 'lon': 1.702019}",south_west
AA00000186C9,light,BB0005190120,41.27452,1.701889,"{'lat': 41.27452, 'lon': 1.701889}",south_west
AA00000186CA,light,BB0005190120,41.274684,1.703528,"{'lat': 41.274684, 'lon': 1.703528}",south_west
AA00000186CB,light,BB0005190120,41.274664,1.703288,"{'lat': 41.274664, 'lon': 1.703288}",south_west
AA00000186CC,light,BB0005190120,41.274864,1.705162,"{'lat': 41.274864, 'lon': 1.705162}",south_west
AA00000186CD,light,BB0005190120,41.274904,1.704939,"{'lat': 41.274904, 'lon': 1.704939}",south_west
AA00000186CE,light,BB0005190120,41.27482,1.7049,"{'lat': 41.27482, 'lon': 1.7049}",south_west
AA00000186CF,light,BB0005190120,41.274776,1.704422,"{'lat': 41.274776, 'lon': 1.704422}",south_west
AA00000186D0,light,BB0005190120,41.274744,1.704094,"{'lat': 41.274744, 'lon': 1.704094}",south_west
AA00000186D1,light,BB0005190120,41.274728,1.703867,"{'lat': 41.274728, 'lon': 1.703867}",south_west
AA00000186D2,light,BB0005190123,41.268648,1.70241,"{'lat': 41.268648, 'lon': 1.70241}",south_west
AA00000186D3,light,BB0005190120,41.273204,1.707335,"{'lat': 41.273204, 'lon': 1.707335}",south_west
AA00000186D4,light,BB0005190120,41.27304,1.707471,"{'lat': 41.27304, 'lon': 1.707471}",south_west
AA00000186D5,light,AA00000112CD,41.266636,1.724214,"{'lat': 41.266636, 'lon': 1.724214}",turistic
AA00000186D6,light,BB0005190120,41.272824,1.707435,"{'lat': 41.272824, 'lon': 1.707435}",south_west
AA00000186D7,light,BB0005190120,41.272572,1.707447,"{'lat': 41.272572, 'lon': 1.707447}",south_west
AA00000186D8,light,AA000001169B,41.283804,1.718802,"{'lat': 41.283804, 'lon': 1.718802}",school_sports
AA00000186D9,light,AA000001169B,41.283924,1.718921,"{'lat': 41.283924, 'lon': 1.718921}",school_sports
AA00000186DA,light,AA000001169B,41.28314,1.718366,"{'lat': 41.28314, 'lon': 1.718366}",school_sports
AA00000186DB,light,AA000001169B,41.283264,1.71839,"{'lat': 41.283264, 'lon': 1.71839}",school_sports
AA00000186DC,light,AA000001169B,41.283404,1.718602,"{'lat': 41.283404, 'lon': 1.718602}",school_sports
AA00000186DD,light,AA000001169B,41.283588,1.718746,"{'lat': 41.283588, 'lon': 1.718746}",school_sports
AA00000186DE,light,BB0005190123,41.270716,1.700982,"{'lat': 41.270716, 'lon': 1.700982}",south_west
AA00000186E0,light,BB0005190123,41.269696,1.700691,"{'lat': 41.269696, 'lon': 1.700691}",south_west
AA00000186E1,light,BB0005190123,41.269888,1.700548,"{'lat': 41.269888, 'lon': 1.700548}",south_west
AA00000186E2,light,BB0005190123,41.27004,1.700317,"{'lat': 41.27004, 'lon': 1.700317}",south_west
AA00000186E3,light,BB0005190123,41.270268,1.700107,"{'lat': 41.270268, 'lon': 1.700107}",south_west
AA00000186E4,light,BB000519011F,41.27644,1.703868,"{'lat': 41.27644, 'lon': 1.703868}",south_west
AA00000186E5,light,BB000519011F,41.27618,1.703745,"{'lat': 41.27618, 'lon': 1.703745}",south_west
AA00000186E6,light,BB000519011F,41.2759,1.703601,"{'lat': 41.2759, 'lon': 1.703601}",south_west
AA00000186E7,light,BB000519011F,41.275616,1.703618,"{'lat': 41.275616, 'lon': 1.703618}",south_west
AA00000186E8,light,BB000519011F,41.275284,1.703694,"{'lat': 41.275284, 'lon': 1.703694}",south_west
AA00000186E9,light,BB000519011F,41.27492,1.703782,"{'lat': 41.27492, 'lon': 1.703782}",south_west
AA00000186EA,light,BB000519011F,41.275668,1.703354,"{'lat': 41.275668, 'lon': 1.703354}",south_west
AA00000186EC,light,BB000519011F,41.275348,1.702985,"{'lat': 41.275348, 'lon': 1.702985}",south_west
AA00000186ED,light,BB000519011F,41.275296,1.702689,"{'lat': 41.275296, 'lon': 1.702689}",south_west
AA00000186EF,light,BB000519011F,41.275284,1.702177,"{'lat': 41.275284, 'lon': 1.702177}",south_west
AA00000186F6,light,BB0005190147,41.291172,1.725379,"{'lat': 41.291172, 'lon': 1.725379}",center_north
AA00000186F7,light,BB0005190147,41.291192,1.724903,"{'lat': 41.291192, 'lon': 1.724903}",center_north
AA00000186FA,light,BB0005190147,41.290768,1.725359,"{'lat': 41.290768, 'lon': 1.725359}",center_north
AA00000186FB,light,BB0005190147,41.290964,1.725487,"{'lat': 41.290964, 'lon': 1.725487}",center_north
AA00000186FC,light,BB000519011F,41.275312,1.701854,"{'lat': 41.275312, 'lon': 1.701854}",south_west
AA00000186FD,light,BB000519011F,41.275464,1.701629,"{'lat': 41.275464, 'lon': 1.701629}",south_west
AA00000186FE,light,BB000519011F,41.275632,1.701319,"{'lat': 41.275632, 'lon': 1.701319}",south_west
AA0000018701,light,BB000519011F,41.275892,1.70104,"{'lat': 41.275892, 'lon': 1.70104}",south_west
AA0000018702,light,BB000519011F,41.27604,1.700775,"{'lat': 41.27604, 'lon': 1.700775}",south_west
AA0000018703,light,BB000519011F,41.276368,1.700626,"{'lat': 41.276368, 'lon': 1.700626}",south_west
AA0000018704,light,AA000001169B,41.282444,1.718097,"{'lat': 41.282444, 'lon': 1.718097}",school_sports
AA0000018705,light,AA000001169B,41.282432,1.718084,"{'lat': 41.282432, 'lon': 1.718084}",school_sports
AA0000018706,light,AA000001169B,41.28244,1.71806,"{'lat': 41.28244, 'lon': 1.71806}",school_sports
AA0000018707,light,AA000001169B,41.282332,1.718422,"{'lat': 41.282332, 'lon': 1.718422}",school_sports
AA0000018708,light,AA000001169B,41.282724,1.718465,"{'lat': 41.282724, 'lon': 1.718465}",school_sports
AA0000018709,light,AA000001169B,41.282928,1.718447,"{'lat': 41.282928, 'lon': 1.718447}",school_sports
AA000001870A,light,AA00000112CD,41.268648,1.728251,"{'lat': 41.268648, 'lon': 1.728251}",turistic
AA000001870B,light,AA00000112CD,41.268796,1.723393,"{'lat': 41.268796, 'lon': 1.723393}",turistic
AA000001870D,light,AA00000112CD,41.268884,1.729285,"{'lat': 41.268884, 'lon': 1.729285}",south
AA000001870E,light,AA00000112CD,41.268736,1.728566,"{'lat': 41.268736, 'lon': 1.728566}",turistic
AA000001870F,light,AA00000112CD,41.268816,1.728952,"{'lat': 41.268816, 'lon': 1.728952}",south
AA0000018710,light,AA00000112CD,41.268864,1.730325,"{'lat': 41.268864, 'lon': 1.730325}",south
AA0000018711,light,AA00000112CD,41.26888,1.729994,"{'lat': 41.26888, 'lon': 1.729994}",south
AA0000018712,light,AA00000112CD,41.268896,1.729631,"{'lat': 41.268896, 'lon': 1.729631}",south
AA0000018713,light,AA00000112CD,41.269044,1.730313,"{'lat': 41.269044, 'lon': 1.730313}",south
AA0000018714,light,AA00000112CD,41.268944,1.730618,"{'lat': 41.268944, 'lon': 1.730618}",south
AA0000018715,light,AA00000112CD,41.268844,1.730649,"{'lat': 41.268844, 'lon': 1.730649}",south
AA0000018716,light,AA00000112CD,41.269252,1.729002,"{'lat': 41.269252, 'lon': 1.729002}",south
AA0000018717,light,AA00000112CD,41.269224,1.728628,"{'lat': 41.269224, 'lon': 1.728628}",turistic
AA0000018718,light,AA00000112CD,41.26918,1.728295,"{'lat': 41.26918, 'lon': 1.728295}",turistic
AA0000018719,light,AA00000112CD,41.269136,1.727999,"{'lat': 41.269136, 'lon': 1.727999}",turistic
AA000001871A,light,AA00000112CD,41.26914,1.729948,"{'lat': 41.26914, 'lon': 1.729948}",south
AA000001871B,light,AA00000112CD,41.269196,1.729601,"{'lat': 41.269196, 'lon': 1.729601}",south
AA000001871C,light,AA00000112CD,41.269284,1.727722,"{'lat': 41.269284, 'lon': 1.727722}",turistic
AA000001871D,light,AA00000112CD,41.269492,1.727693,"{'lat': 41.269492, 'lon': 1.727693}",turistic
AA000001871E,light,AA00000112CD,41.269752,1.72773,"{'lat': 41.269752, 'lon': 1.72773}",turistic
AA000001871F,light,AA00000112CD,41.27,1.727653,"{'lat': 41.27, 'lon': 1.727653}",turistic
AA0000018720,light,AA00000112CD,41.270268,1.72751,"{'lat': 41.270268, 'lon': 1.72751}",turistic
AA0000018721,light,AA00000112CD,41.270452,1.727338,"{'lat': 41.270452, 'lon': 1.727338}",turistic
AA0000018722,light,BB0005190123,41.2705,1.701918,"{'lat': 41.2705, 'lon': 1.701918}",south_west
AA0000018723,light,BB0005190123,41.270404,1.702328,"{'lat': 41.270404, 'lon': 1.702328}",south_west
AA0000018724,light,BB0005190123,41.270372,1.702639,"{'lat': 41.270372, 'lon': 1.702639}",south_west
AA0000018725,light,BB0005190123,41.270316,1.702952,"{'lat': 41.270316, 'lon': 1.702952}",south_west
AA0000018726,light,BB0005190123,41.270288,1.703194,"{'lat': 41.270288, 'lon': 1.703194}",south_west
AA0000018727,light,BB0005190123,41.270256,1.703382,"{'lat': 41.270256, 'lon': 1.703382}",south_west
AA0000018728,light,BB0005190123,41.271104,1.699893,"{'lat': 41.271104, 'lon': 1.699893}",south_west
AA0000018729,light,BB0005190123,41.270976,1.700255,"{'lat': 41.270976, 'lon': 1.700255}",south_west
